2022-11-26 04:24:46,790 INFO     Search BICs for /tmp/Lang-33b/
2022-11-26 04:24:46,791 DEBUG    Reading the coverage of org.apache.commons.lang3.ClassUtilsTest::testToClass_object (failings)
2022-11-26 04:24:46,805 INFO     Loaded 1x59 Coverage Matrix
2022-11-26 04:24:46,806 INFO     The number of total commits: 2360
2022-11-26 04:24:48,154 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java <clinit> 55:55
2022-11-26 04:24:48,274 DEBUG                  - depth 0, hash cbf7a76, HEAD~1550
2022-11-26 04:24:48,286 DEBUG                  - depth 1, hash a4776f3, HEAD~1551
2022-11-26 04:24:48,290 DEBUG                  - depth 2, hash 8c3f1ab, HEAD~1930
2022-11-26 04:24:49,341 DEBUG    [line range] org/apache/commons/lang3/ClassUtils.java <clinit> 58:58
2022-11-26 04:24:49,408 DEBUG                  - depth 0, hash c457c16, HEAD~1032
2022-11-26 04:24:49,413 DEBUG                  - depth 1, hash 549e782, HEAD~1040
2022-11-26 04:24:49,417 DEBUG                  - depth 2, hash 593366b, HEAD~1966
2022-11-26 04:24:49,422 DEBUG    [line range] org/apache/commons/lang3/ClassUtils.java addAbbreviation 115:118
2022-11-26 04:24:49,489 DEBUG                  - depth 0, hash 27d31df, HEAD~593
2022-11-26 04:24:49,494 DEBUG    [line range] org/apache/commons/lang3/ClassUtils.java toClass 901:912
2022-11-26 04:24:49,555 DEBUG                  - depth 0, hash b044272, HEAD~377
2022-11-26 04:24:49,560 DEBUG                  - depth 1, hash 6821761, HEAD~465
2022-11-26 04:24:49,563 DEBUG                  - depth 2, hash 68ae1aa, HEAD~649
2022-11-26 04:24:49,566 INFO     The number of BIC candidates: 10
