2022-11-26 04:17:50,307 INFO     Search BICs for /tmp/Lang-21b/
2022-11-26 04:17:50,308 DEBUG    Reading the coverage of org.apache.commons.lang3.time.DateUtilsTest::testIsSameLocalTime_Cal (failings)
2022-11-26 04:17:50,311 INFO     Loaded 1x4 Coverage Matrix
2022-11-26 04:17:50,313 INFO     The number of total commits: 2679
2022-11-26 04:17:51,294 DEBUG    [line range] org/apache/commons/lang3/time/DateUtils.java <clinit> 60:60
2022-11-26 04:17:51,376 DEBUG                  - depth 0, hash 4a65009, HEAD~2053
2022-11-26 04:17:51,386 DEBUG                  - depth 1, hash 9839566, HEAD~2268
2022-11-26 04:17:51,390 DEBUG                  - depth 2, hash 6400026, HEAD~2433
2022-11-26 04:17:51,393 DEBUG                  - depth 3, hash 01928b3, HEAD~2438
2022-11-26 04:17:51,396 DEBUG    [line range] org/apache/commons/lang3/time/DateUtils.java isSameLocalTime 258:270
2022-11-26 04:17:51,464 DEBUG                  - depth 0, hash 2a41c12, HEAD~1652
2022-11-26 04:17:51,468 INFO     The number of BIC candidates: 5
