2022-11-26 04:20:27,495 INFO     Search BICs for /tmp/Lang-26b/
2022-11-26 04:20:27,495 DEBUG    Reading the coverage of org.apache.commons.lang3.time.FastDateFormatTest::testLang645 (failings)
2022-11-26 04:20:27,500 INFO     Loaded 1x130 Coverage Matrix
2022-11-26 04:20:27,501 INFO     The number of total commits: 2565
2022-11-26 04:20:28,441 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <clinit> 111:111
2022-11-26 04:20:28,509 DEBUG                  - depth 0, hash b044272, HEAD~582
2022-11-26 04:20:28,520 DEBUG                  - depth 1, hash 14d7ebd, HEAD~878
2022-11-26 04:20:28,522 DEBUG                  - depth 2, hash 87ea5b3, HEAD~2189
2022-11-26 04:20:28,525 DEBUG                  - depth 3, hash d3015ae, HEAD~2291
2022-11-26 04:20:28,529 DEBUG                  - depth 4, hash e794af9, HEAD~2293
2022-11-26 04:20:28,531 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 534:552
2022-11-26 04:20:28,595 DEBUG                  - depth 0, hash 9839566, HEAD~2154
2022-11-26 04:20:28,598 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java applyRules 887:894
2022-11-26 04:20:28,666 DEBUG                  - depth 0, hash 9839566, HEAD~2154
2022-11-26 04:20:28,670 DEBUG                  - depth 1, hash 87ea5b3, HEAD~2189
2022-11-26 04:20:28,673 DEBUG                  - depth 2, hash d3015ae, HEAD~2291
2022-11-26 04:20:28,675 DEBUG                  - depth 3, hash e794af9, HEAD~2293
2022-11-26 04:20:28,678 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java format 819:823
2022-11-26 04:20:28,742 DEBUG                  - depth 0, hash 9839566, HEAD~2154
2022-11-26 04:20:28,747 DEBUG                  - depth 1, hash d3015ae, HEAD~2291
2022-11-26 04:20:28,750 DEBUG                  - depth 2, hash e794af9, HEAD~2293
2022-11-26 04:20:28,753 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java getInstance 195:197
2022-11-26 04:20:28,818 DEBUG                  - depth 0, hash 87ea5b3, HEAD~2189
2022-11-26 04:20:28,822 DEBUG                  - depth 1, hash d3015ae, HEAD~2291
2022-11-26 04:20:28,825 DEBUG                  - depth 2, hash e794af9, HEAD~2293
2022-11-26 04:20:28,827 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java getInstance 212:221
2022-11-26 04:20:28,894 DEBUG                  - depth 0, hash b044272, HEAD~582
2022-11-26 04:20:28,898 DEBUG                  - depth 1, hash 9839566, HEAD~2154
2022-11-26 04:20:28,901 DEBUG                  - depth 2, hash 87ea5b3, HEAD~2189
2022-11-26 04:20:28,903 DEBUG                  - depth 3, hash d3015ae, HEAD~2291
2022-11-26 04:20:28,907 DEBUG                  - depth 4, hash e794af9, HEAD~2293
2022-11-26 04:20:28,910 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java hashCode 1001:1010
2022-11-26 04:20:28,974 DEBUG                  - depth 0, hash 585535b, HEAD~641
2022-11-26 04:20:28,978 DEBUG                  - depth 1, hash 9839566, HEAD~2154
2022-11-26 04:20:28,981 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java init 557:567
2022-11-26 04:20:29,058 DEBUG                  - depth 0, hash b044272, HEAD~582
2022-11-26 04:20:29,063 DEBUG                  - depth 1, hash 9839566, HEAD~2154
2022-11-26 04:20:29,067 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java parsePattern 577:698
2022-11-26 04:20:29,144 DEBUG                  - depth 0, hash b044272, HEAD~582
2022-11-26 04:20:29,150 DEBUG                  - depth 1, hash 1df3e07, HEAD~1588
2022-11-26 04:20:29,154 DEBUG                  - depth 2, hash 5e0cb6e, HEAD~2021
2022-11-26 04:20:29,157 DEBUG                  - depth 3, hash 9839566, HEAD~2154
2022-11-26 04:20:29,161 DEBUG                  - depth 4, hash 87ea5b3, HEAD~2189
2022-11-26 04:20:29,163 DEBUG                  - depth 5, hash d3015ae, HEAD~2291
2022-11-26 04:20:29,166 DEBUG                  - depth 6, hash e794af9, HEAD~2293
2022-11-26 04:20:29,168 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java parseToken 707:757
2022-11-26 04:20:29,240 DEBUG                  - depth 0, hash cc8b82b, HEAD~431
2022-11-26 04:20:29,244 DEBUG                  - depth 1, hash 9839566, HEAD~2154
2022-11-26 04:20:29,247 DEBUG                  - depth 2, hash 87ea5b3, HEAD~2189
2022-11-26 04:20:29,249 DEBUG                  - depth 3, hash d3015ae, HEAD~2291
2022-11-26 04:20:29,252 DEBUG                  - depth 4, hash e794af9, HEAD~2293
2022-11-26 04:20:29,255 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java selectNumberRule 766:775
2022-11-26 04:20:29,318 DEBUG                  - depth 0, hash 9839566, HEAD~2154
2022-11-26 04:20:29,322 DEBUG                  - depth 1, hash d3015ae, HEAD~2291
2022-11-26 04:20:29,324 DEBUG                  - depth 2, hash e794af9, HEAD~2293
2022-11-26 04:20:29,327 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 1115:1117
2022-11-26 04:20:29,391 DEBUG                  - depth 0, hash d3015ae, HEAD~2291
2022-11-26 04:20:29,395 DEBUG                  - depth 1, hash e794af9, HEAD~2293
