2022-11-26 04:28:02,975 INFO     Search BICs for /tmp/Lang-35b/
2022-11-26 04:28:02,976 DEBUG    Reading the coverage of org.apache.commons.lang3.ArrayUtilsAddTest::testLANG571 (failings)
2022-11-26 04:28:02,984 INFO     Loaded 1x25 Coverage Matrix
2022-11-26 04:28:02,985 INFO     The number of total commits: 2323
2022-11-26 04:28:04,090 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java <clinit> 54:54
2022-11-26 04:28:04,187 DEBUG                  - depth 0, hash cbf7a76, HEAD~1513
2022-11-26 04:28:04,198 DEBUG                  - depth 1, hash a4776f3, HEAD~1514
2022-11-26 04:28:04,202 DEBUG                  - depth 2, hash 8c3f1ab, HEAD~1893
2022-11-26 04:28:04,205 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java add 3287:3293
2022-11-26 04:28:04,297 DEBUG                  - depth 0, hash 42d511b, HEAD~45
2022-11-26 04:28:04,301 DEBUG                  - depth 1, hash f1f885f, HEAD~226
2022-11-26 04:28:04,304 DEBUG                  - depth 2, hash b044272, HEAD~340
2022-11-26 04:28:04,307 DEBUG                  - depth 3, hash 853de2a, HEAD~527
2022-11-26 04:28:04,311 DEBUG                  - depth 4, hash 2c5d421, HEAD~1308
2022-11-26 04:28:04,314 DEBUG                  - depth 5, hash a6e6f51, HEAD~1387
2022-11-26 04:28:04,317 DEBUG                  - depth 6, hash 70de8cc, HEAD~1509
2022-11-26 04:28:04,320 DEBUG                  - depth 7, hash cbf7a76, HEAD~1513
2022-11-26 04:28:04,323 DEBUG                  - depth 8, hash a4776f3, HEAD~1514
2022-11-26 04:28:04,326 DEBUG                  - depth 9, hash 1266c6c, HEAD~1516
2022-11-26 04:28:04,329 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java copyArrayGrow1 3520:3528
2022-11-26 04:28:04,418 DEBUG                  - depth 0, hash b044272, HEAD~340
2022-11-26 04:28:04,422 DEBUG                  - depth 1, hash 08c6105, HEAD~1096
2022-11-26 04:28:04,425 DEBUG                  - depth 2, hash a6e6f51, HEAD~1387
2022-11-26 04:28:04,428 DEBUG                  - depth 3, hash 70de8cc, HEAD~1509
2022-11-26 04:28:04,431 DEBUG                  - depth 4, hash cbf7a76, HEAD~1513
2022-11-26 04:28:04,434 DEBUG                  - depth 5, hash a4776f3, HEAD~1514
2022-11-26 04:28:04,437 DEBUG                  - depth 6, hash 1266c6c, HEAD~1516
2022-11-26 04:28:04,440 INFO     The number of BIC candidates: 12
