2022-11-26 04:14:44,957 INFO     Search BICs for /tmp/Lang-16b/
2022-11-26 04:14:44,958 DEBUG    Reading the coverage of org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber (failings)
2022-11-26 04:14:44,973 INFO     Loaded 1x101 Coverage Matrix
2022-11-26 04:14:44,974 INFO     The number of total commits: 3148
2022-11-26 04:14:46,173 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java <clinit> 147:147
2022-11-26 04:14:46,327 DEBUG                  - depth 0, hash 3a95ec1, HEAD~618
2022-11-26 04:14:46,339 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java isBlank 221:232
2022-11-26 04:14:46,696 DEBUG                  - depth 0, hash cf2e48a, HEAD~746
2022-11-26 04:14:46,700 DEBUG                  - depth 1, hash 8981848, HEAD~1095
2022-11-26 04:14:46,703 DEBUG                  - depth 2, hash 1719697, HEAD~2440
2022-11-26 04:14:46,706 DEBUG                  - depth 3, hash 282d157, HEAD~2635
2022-11-26 04:14:46,711 DEBUG                  - depth 4, hash d23b22c, HEAD~3146
2022-11-26 04:14:46,717 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java isEmpty 182:184
2022-11-26 04:14:47,065 DEBUG                  - depth 0, hash cf2e48a, HEAD~746
2022-11-26 04:14:47,070 DEBUG                  - depth 1, hash 8981848, HEAD~1095
2022-11-26 04:14:47,072 DEBUG                  - depth 2, hash b2ecd0d, HEAD~2052
2022-11-26 04:14:47,076 DEBUG                  - depth 3, hash 282d157, HEAD~2635
2022-11-26 04:14:47,081 DEBUG                  - depth 4, hash d23b22c, HEAD~3146
2022-11-26 04:14:48,234 DEBUG    [line range] org/apache/commons/lang3/math/NumberUtils.java <clinit> 33:33
2022-11-26 04:14:48,327 DEBUG                  - depth 0, hash 922f4e3, HEAD~68
2022-11-26 04:14:48,332 DEBUG                  - depth 1, hash 61f0f16, HEAD~2719
2022-11-26 04:14:48,335 DEBUG    [line range] org/apache/commons/lang3/math/NumberUtils.java createDouble 642:647
2022-11-26 04:14:48,416 DEBUG                  - depth 0, hash 8233881, HEAD~2577
2022-11-26 04:14:48,419 DEBUG                  - depth 1, hash 9c16f35, HEAD~2579
2022-11-26 04:14:48,422 DEBUG                  - depth 2, hash af2f23e, HEAD~2623
2022-11-26 04:14:48,425 DEBUG                  - depth 3, hash 61f0f16, HEAD~2719
2022-11-26 04:14:48,428 DEBUG    [line range] org/apache/commons/lang3/math/NumberUtils.java createFloat 626:631
2022-11-26 04:14:48,506 DEBUG                  - depth 0, hash 8233881, HEAD~2577
2022-11-26 04:14:48,511 DEBUG                  - depth 1, hash 9c16f35, HEAD~2579
2022-11-26 04:14:48,514 DEBUG                  - depth 2, hash af2f23e, HEAD~2623
2022-11-26 04:14:48,516 DEBUG                  - depth 3, hash 61f0f16, HEAD~2719
2022-11-26 04:14:48,519 DEBUG    [line range] org/apache/commons/lang3/math/NumberUtils.java createInteger 659:665
2022-11-26 04:14:48,603 DEBUG                  - depth 0, hash 8233881, HEAD~2577
2022-11-26 04:14:48,607 DEBUG                  - depth 1, hash 9c16f35, HEAD~2579
2022-11-26 04:14:48,611 DEBUG                  - depth 2, hash af2f23e, HEAD~2623
2022-11-26 04:14:48,614 DEBUG                  - depth 3, hash 61f0f16, HEAD~2719
2022-11-26 04:14:48,617 DEBUG    [line range] org/apache/commons/lang3/math/NumberUtils.java createLong 676:681
2022-11-26 04:14:48,706 DEBUG                  - depth 0, hash 8233881, HEAD~2577
2022-11-26 04:14:48,710 DEBUG                  - depth 1, hash 9c16f35, HEAD~2579
2022-11-26 04:14:48,713 DEBUG                  - depth 2, hash af2f23e, HEAD~2623
2022-11-26 04:14:48,716 DEBUG                  - depth 3, hash 61f0f16, HEAD~2719
2022-11-26 04:14:48,719 DEBUG    [line range] org/apache/commons/lang3/math/NumberUtils.java createNumber 444:594
2022-11-26 04:14:48,810 DEBUG                  - depth 0, hash 5564fb5, HEAD~321
2022-11-26 04:14:48,814 DEBUG                  - depth 1, hash c2560c0, HEAD~619
2022-11-26 04:14:48,816 DEBUG                  - depth 2, hash da0612b, HEAD~864
2022-11-26 04:14:48,819 DEBUG                  - depth 3, hash 6dcd3ef, HEAD~1042
2022-11-26 04:14:48,821 DEBUG                  - depth 4, hash 1fd45a4, HEAD~1611
2022-11-26 04:14:48,824 DEBUG                  - depth 5, hash 9446bb1, HEAD~1974
2022-11-26 04:14:48,827 DEBUG                  - depth 6, hash 608c515, HEAD~1982
2022-11-26 04:14:48,830 DEBUG                  - depth 7, hash 0bbcd62, HEAD~1985
2022-11-26 04:14:48,832 DEBUG                  - depth 8, hash 5c89ea5, HEAD~2437
2022-11-26 04:14:48,835 DEBUG                  - depth 9, hash 8233881, HEAD~2577
2022-11-26 04:14:48,837 DEBUG                  - depth 10, hash 9c16f35, HEAD~2579
2022-11-26 04:14:48,841 DEBUG                  - depth 11, hash af2f23e, HEAD~2623
2022-11-26 04:14:48,846 DEBUG                  - depth 12, hash 61f0f16, HEAD~2719
2022-11-26 04:14:48,849 DEBUG    [line range] org/apache/commons/lang3/math/NumberUtils.java isAllZeros 604:614
2022-11-26 04:14:48,925 DEBUG                  - depth 0, hash af2f23e, HEAD~2623
2022-11-26 04:14:48,930 DEBUG                  - depth 1, hash 61f0f16, HEAD~2719
2022-11-26 04:14:48,933 DEBUG    [line range] org/apache/commons/lang3/math/NumberUtils.java isDigits 1286:1296
2022-11-26 04:14:49,012 DEBUG                  - depth 0, hash f37f0b0, HEAD~2398
2022-11-26 04:14:49,015 DEBUG                  - depth 1, hash 61f0f16, HEAD~2719
2022-11-26 04:14:49,018 INFO     The number of BIC candidates: 22
