2022-11-26 04:10:30,679 INFO     Search BICs for /tmp/Lang-10b/
2022-11-26 04:10:30,679 DEBUG    Reading the coverage of org.apache.commons.lang3.time.FastDateFormat_ParserTest::testLANG_831 (failings)
2022-11-26 04:10:30,687 DEBUG    Reading the coverage of org.apache.commons.lang3.time.FastDateParserTest::testLANG_831 (failings)
2022-11-26 04:10:30,693 INFO     Loaded 2x268 Coverage Matrix
2022-11-26 04:10:30,694 INFO     The number of total commits: 3380
2022-11-26 04:10:31,485 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <clinit> 88:93
2022-11-26 04:10:31,594 DEBUG                  - depth 0, hash 85a7311, HEAD~112
2022-11-26 04:10:31,603 DEBUG                  - depth 1, hash 47ee02b, HEAD~480
2022-11-26 04:10:31,606 DEBUG                  - depth 2, hash 0637216, HEAD~1444
2022-11-26 04:10:31,608 DEBUG                  - depth 3, hash d3015ae, HEAD~3106
2022-11-26 04:10:31,612 DEBUG                  - depth 4, hash e794af9, HEAD~3108
2022-11-26 04:10:31,615 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 368:371
2022-11-26 04:10:31,717 DEBUG                  - depth 0, hash 85a7311, HEAD~112
2022-11-26 04:10:31,721 DEBUG                  - depth 1, hash 2aa9dca, HEAD~372
2022-11-26 04:10:31,724 DEBUG                  - depth 2, hash d66d5da, HEAD~452
2022-11-26 04:10:31,726 DEBUG                  - depth 3, hash 47ee02b, HEAD~480
2022-11-26 04:10:31,728 DEBUG                  - depth 4, hash 5dff4cd, HEAD~607
2022-11-26 04:10:31,731 DEBUG                  - depth 5, hash cc8b82b, HEAD~1246
2022-11-26 04:10:31,733 DEBUG                  - depth 6, hash b044272, HEAD~1397
2022-11-26 04:10:31,736 DEBUG                  - depth 7, hash a4624a0, HEAD~2007
2022-11-26 04:10:31,739 DEBUG                  - depth 8, hash 1df3e07, HEAD~2403
2022-11-26 04:10:31,742 DEBUG                  - depth 9, hash 5e0cb6e, HEAD~2836
2022-11-26 04:10:31,745 DEBUG                  - depth 10, hash c66659d, HEAD~2914
2022-11-26 04:10:31,747 DEBUG                  - depth 11, hash 9839566, HEAD~2969
2022-11-26 04:10:31,750 DEBUG                  - depth 12, hash 87ea5b3, HEAD~3004
2022-11-26 04:10:31,752 DEBUG                  - depth 13, hash d3015ae, HEAD~3106
2022-11-26 04:10:31,755 DEBUG                  - depth 14, hash e794af9, HEAD~3108
2022-11-26 04:10:31,757 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java getInstance 164:166
2022-11-26 04:10:31,855 DEBUG                  - depth 0, hash 47ee02b, HEAD~480
2022-11-26 04:10:31,858 DEBUG                  - depth 1, hash b044272, HEAD~1397
2022-11-26 04:10:31,861 DEBUG                  - depth 2, hash 9839566, HEAD~2969
2022-11-26 04:10:31,864 DEBUG                  - depth 3, hash 87ea5b3, HEAD~3004
2022-11-26 04:10:31,867 DEBUG                  - depth 4, hash d3015ae, HEAD~3106
2022-11-26 04:10:31,869 DEBUG                  - depth 5, hash e794af9, HEAD~3108
2022-11-26 04:10:31,872 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java parse 470:473
2022-11-26 04:10:31,968 DEBUG                  - depth 0, hash beab55a, HEAD~80
