2022-11-26 04:13:12,687 INFO     Search BICs for /tmp/Lang-14b/
2022-11-26 04:13:12,688 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testEquals (failings)
2022-11-26 04:13:12,699 INFO     Loaded 1x2 Coverage Matrix
2022-11-26 04:13:12,700 INFO     The number of total commits: 3266
2022-11-26 04:13:13,856 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java <clinit> 148:148
2022-11-26 04:13:14,034 DEBUG                  - depth 0, hash 3a95ec1, HEAD~736
2022-11-26 04:13:14,044 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java equals 781:783
2022-11-26 04:13:14,430 DEBUG                  - depth 0, hash cf2e48a, HEAD~864
2022-11-26 04:13:14,434 DEBUG                  - depth 1, hash f349629, HEAD~2166
2022-11-26 04:13:14,437 DEBUG                  - depth 2, hash d23b22c, HEAD~3264
2022-11-26 04:13:14,439 INFO     The number of BIC candidates: 4
