2022-11-26 04:20:57,419 INFO     Search BICs for /tmp/Lang-27b/
2022-11-26 04:20:57,420 DEBUG    Reading the coverage of org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber (failings)
2022-11-26 04:20:57,434 INFO     Loaded 1x216 Coverage Matrix
2022-11-26 04:20:57,435 INFO     The number of total commits: 2528
2022-11-26 04:20:58,500 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java isBlank 231:242
2022-11-26 04:20:58,732 DEBUG                  - depth 0, hash cf2e48a, HEAD~126
2022-11-26 04:20:58,742 DEBUG                  - depth 1, hash 8981848, HEAD~475
2022-11-26 04:20:58,746 DEBUG                  - depth 2, hash 1719697, HEAD~1820
2022-11-26 04:20:58,748 DEBUG                  - depth 3, hash 282d157, HEAD~2015
2022-11-26 04:20:58,751 DEBUG                  - depth 4, hash d23b22c, HEAD~2526
2022-11-26 04:20:58,754 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java isEmpty 192:194
2022-11-26 04:20:58,999 DEBUG                  - depth 0, hash cf2e48a, HEAD~126
2022-11-26 04:20:59,003 DEBUG                  - depth 1, hash 8981848, HEAD~475
2022-11-26 04:20:59,005 DEBUG                  - depth 2, hash b2ecd0d, HEAD~1432
2022-11-26 04:20:59,008 DEBUG                  - depth 3, hash 282d157, HEAD~2015
2022-11-26 04:20:59,011 DEBUG                  - depth 4, hash d23b22c, HEAD~2526
2022-11-26 04:20:59,837 DEBUG    [line range] org/apache/commons/lang3/SystemUtils.java <clinit> 104:104
2022-11-26 04:20:59,900 DEBUG                  - depth 0, hash b20ba54, HEAD~1703
2022-11-26 04:20:59,904 DEBUG    [line range] org/apache/commons/lang3/SystemUtils.java getJavaVersionAsFloat 1363:1365
2022-11-26 04:20:59,979 DEBUG                  - depth 0, hash ef9524a, HEAD~71
2022-11-26 04:20:59,983 DEBUG                  - depth 1, hash 341c6c0, HEAD~1175
2022-11-26 04:20:59,985 DEBUG                  - depth 2, hash 6a23fd6, HEAD~1489
2022-11-26 04:20:59,988 DEBUG                  - depth 3, hash 2077c6c, HEAD~2142
2022-11-26 04:20:59,990 DEBUG    [line range] org/apache/commons/lang3/SystemUtils.java getJavaVersionAsInt 1387:1389
2022-11-26 04:21:00,056 DEBUG                  - depth 0, hash ef9524a, HEAD~71
2022-11-26 04:21:00,059 DEBUG                  - depth 1, hash 341c6c0, HEAD~1175
2022-11-26 04:21:00,062 DEBUG                  - depth 2, hash 6a23fd6, HEAD~1489
2022-11-26 04:21:00,065 DEBUG                  - depth 3, hash 2077c6c, HEAD~2142
2022-11-26 04:21:00,067 DEBUG    [line range] org/apache/commons/lang3/SystemUtils.java getJavaVersionMatches 1400:1402
2022-11-26 04:21:00,130 DEBUG                  - depth 0, hash ef9524a, HEAD~71
2022-11-26 04:21:00,134 DEBUG                  - depth 1, hash 341c6c0, HEAD~1175
2022-11-26 04:21:00,137 DEBUG                  - depth 2, hash 6a23fd6, HEAD~1489
2022-11-26 04:21:00,139 DEBUG                  - depth 3, hash 2077c6c, HEAD~2142
2022-11-26 04:21:00,142 DEBUG    [line range] org/apache/commons/lang3/SystemUtils.java getJavaVersionTrimmed 1409:1419
2022-11-26 04:21:00,196 DEBUG                  - depth 0, hash 6a23fd6, HEAD~1489
2022-11-26 04:21:00,200 DEBUG    [line range] org/apache/commons/lang3/SystemUtils.java getOSMatches 1430:1432
2022-11-26 04:21:00,263 DEBUG                  - depth 0, hash ef9524a, HEAD~71
2022-11-26 04:21:00,267 DEBUG                  - depth 1, hash 6a23fd6, HEAD~1489
2022-11-26 04:21:00,269 DEBUG                  - depth 2, hash 043babf, HEAD~2076
2022-11-26 04:21:00,272 DEBUG                  - depth 3, hash 22ae648, HEAD~2130
2022-11-26 04:21:00,275 DEBUG                  - depth 4, hash 7543998, HEAD~2139
2022-11-26 04:21:00,278 DEBUG                  - depth 5, hash 2077c6c, HEAD~2142
2022-11-26 04:21:00,280 DEBUG                  - depth 6, hash 968ff83, HEAD~2468
2022-11-26 04:21:00,283 DEBUG                  - depth 7, hash e2668e7, HEAD~2477
2022-11-26 04:21:00,285 DEBUG    [line range] org/apache/commons/lang3/SystemUtils.java getOSMatchesName 1441:1443
2022-11-26 04:21:00,350 DEBUG                  - depth 0, hash ef9524a, HEAD~71
2022-11-26 04:21:00,354 DEBUG                  - depth 1, hash 7543998, HEAD~2139
2022-11-26 04:21:00,356 DEBUG                  - depth 2, hash 2077c6c, HEAD~2142
2022-11-26 04:21:00,359 DEBUG    [line range] org/apache/commons/lang3/SystemUtils.java getSystemProperty 1460:1469
2022-11-26 04:21:00,423 DEBUG                  - depth 0, hash ef9524a, HEAD~71
2022-11-26 04:21:00,427 DEBUG                  - depth 1, hash de98e6c, HEAD~1666
2022-11-26 04:21:00,430 DEBUG                  - depth 2, hash a168f2e, HEAD~2129
2022-11-26 04:21:00,432 DEBUG                  - depth 3, hash 22ae648, HEAD~2130
2022-11-26 04:21:00,434 DEBUG                  - depth 4, hash 2077c6c, HEAD~2142
2022-11-26 04:21:00,437 DEBUG                  - depth 5, hash 968ff83, HEAD~2468
