2022-11-26 04:24:12,723 INFO     Search BICs for /tmp/Lang-32b/
2022-11-26 04:24:12,724 DEBUG    Reading the coverage of org.apache.commons.lang3.builder.HashCodeBuilderTest::testReflectionObjectCycle (failings)
2022-11-26 04:24:12,734 INFO     Loaded 1x77 Coverage Matrix
2022-11-26 04:24:12,736 INFO     The number of total commits: 2362
2022-11-26 04:24:13,788 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java <clinit> 55:55
2022-11-26 04:24:13,885 DEBUG                  - depth 0, hash cbf7a76, HEAD~1552
2022-11-26 04:24:13,895 DEBUG                  - depth 1, hash a4776f3, HEAD~1553
2022-11-26 04:24:13,897 DEBUG                  - depth 2, hash 8c3f1ab, HEAD~1932
2022-11-26 04:24:13,900 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java contains 1729:1731
2022-11-26 04:24:14,003 DEBUG                  - depth 0, hash d3f274d, HEAD~1003
2022-11-26 04:24:14,007 DEBUG                  - depth 1, hash f349629, HEAD~1262
2022-11-26 04:24:14,011 DEBUG                  - depth 2, hash a6e6f51, HEAD~1426
2022-11-26 04:24:14,014 DEBUG                  - depth 3, hash cbf7a76, HEAD~1552
2022-11-26 04:24:14,017 DEBUG                  - depth 4, hash a4776f3, HEAD~1553
2022-11-26 04:24:14,021 DEBUG                  - depth 5, hash 8c3f1ab, HEAD~1932
2022-11-26 04:24:14,024 DEBUG                  - depth 6, hash 30c4fa4, HEAD~2200
2022-11-26 04:24:14,027 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java indexOf 1626:1628
2022-11-26 04:24:14,144 DEBUG                  - depth 0, hash a6e6f51, HEAD~1426
2022-11-26 04:24:14,149 DEBUG                  - depth 1, hash cbf7a76, HEAD~1552
2022-11-26 04:24:14,152 DEBUG                  - depth 2, hash a4776f3, HEAD~1553
2022-11-26 04:24:14,157 DEBUG                  - depth 3, hash 8c3f1ab, HEAD~1932
2022-11-26 04:24:14,162 DEBUG                  - depth 4, hash 30c4fa4, HEAD~2200
2022-11-26 04:24:14,165 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java indexOf 1644:1665
2022-11-26 04:24:14,265 DEBUG                  - depth 0, hash 841f743, HEAD~264
2022-11-26 04:24:14,269 DEBUG                  - depth 1, hash f1f885f, HEAD~265
2022-11-26 04:24:14,271 DEBUG                  - depth 2, hash d3f274d, HEAD~1003
2022-11-26 04:24:14,274 DEBUG                  - depth 3, hash a6e6f51, HEAD~1426
2022-11-26 04:24:14,276 DEBUG                  - depth 4, hash cbf7a76, HEAD~1552
2022-11-26 04:24:14,279 DEBUG                  - depth 5, hash a4776f3, HEAD~1553
2022-11-26 04:24:14,281 DEBUG                  - depth 6, hash 8c3f1ab, HEAD~1932
2022-11-26 04:24:14,284 DEBUG                  - depth 7, hash 9ef5847, HEAD~2164
2022-11-26 04:24:15,132 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java <clinit> 104:111
2022-11-26 04:24:15,206 DEBUG                  - depth 0, hash b044272, HEAD~379
2022-11-26 04:24:15,210 DEBUG                  - depth 1, hash 6637e14, HEAD~422
2022-11-26 04:24:15,213 DEBUG                  - depth 2, hash 6170f07, HEAD~439
2022-11-26 04:24:15,215 DEBUG                  - depth 3, hash 5ccddb3, HEAD~732
2022-11-26 04:24:15,218 DEBUG                  - depth 4, hash a6478c3, HEAD~869
2022-11-26 04:24:15,221 DEBUG                  - depth 5, hash de76671, HEAD~2278
2022-11-26 04:24:15,224 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java <init> 551:551
2022-11-26 04:24:15,278 DEBUG                  - depth 0, hash a6478c3, HEAD~869
2022-11-26 04:24:15,282 DEBUG                  - depth 1, hash f8b4714, HEAD~1817
2022-11-26 04:24:15,284 DEBUG                  - depth 2, hash de76671, HEAD~2278
2022-11-26 04:24:15,287 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java append 856:889
2022-11-26 04:24:15,365 DEBUG                  - depth 0, hash d630833, HEAD~48
2022-11-26 04:24:15,369 DEBUG                  - depth 1, hash f78376c, HEAD~50
2022-11-26 04:24:15,371 DEBUG                  - depth 2, hash a5fa2b8, HEAD~706
2022-11-26 04:24:15,374 DEBUG                  - depth 3, hash a6478c3, HEAD~869
2022-11-26 04:24:15,376 DEBUG                  - depth 4, hash de76671, HEAD~2278
2022-11-26 04:24:15,379 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java getRegistry 138:140
2022-11-26 04:24:15,434 DEBUG                  - depth 0, hash b044272, HEAD~379
2022-11-26 04:24:15,438 DEBUG                  - depth 1, hash a6478c3, HEAD~869
2022-11-26 04:24:15,441 DEBUG                  - depth 2, hash 0992ee8, HEAD~1322
2022-11-26 04:24:15,443 DEBUG                  - depth 3, hash de76671, HEAD~2278
2022-11-26 04:24:15,446 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java isRegistered 153:155
2022-11-26 04:24:15,500 DEBUG                  - depth 0, hash 27265c8, HEAD~480
2022-11-26 04:24:15,504 DEBUG                  - depth 1, hash a6478c3, HEAD~869
2022-11-26 04:24:15,507 DEBUG                  - depth 2, hash b906dda, HEAD~994
2022-11-26 04:24:15,509 DEBUG                  - depth 3, hash 7faee9e, HEAD~2083
2022-11-26 04:24:15,512 DEBUG                  - depth 4, hash de76671, HEAD~2278
2022-11-26 04:24:15,514 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java reflectionAppend 173:200
2022-11-26 04:24:15,571 DEBUG                  - depth 0, hash 48b1434, HEAD~49
2022-11-26 04:24:15,575 DEBUG                  - depth 1, hash f9ff103, HEAD~218
2022-11-26 04:24:15,577 DEBUG                  - depth 2, hash f14adc7, HEAD~352
2022-11-26 04:24:15,582 DEBUG                  - depth 3, hash b044272, HEAD~379
2022-11-26 04:24:15,585 DEBUG                  - depth 4, hash a6478c3, HEAD~869
2022-11-26 04:24:15,587 DEBUG                  - depth 5, hash e5cab2f, HEAD~965
2022-11-26 04:24:15,590 DEBUG                  - depth 6, hash b906dda, HEAD~994
2022-11-26 04:24:15,592 DEBUG                  - depth 7, hash 7faee9e, HEAD~2083
2022-11-26 04:24:15,595 DEBUG                  - depth 8, hash de76671, HEAD~2278
2022-11-26 04:24:15,598 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java reflectionHashCode 355:369
2022-11-26 04:24:15,653 DEBUG                  - depth 0, hash 0e3abb1, HEAD~349
2022-11-26 04:24:15,656 DEBUG                  - depth 1, hash b044272, HEAD~379
2022-11-26 04:24:15,659 DEBUG                  - depth 2, hash a6478c3, HEAD~869
2022-11-26 04:24:15,661 DEBUG                  - depth 3, hash b906dda, HEAD~994
2022-11-26 04:24:15,664 DEBUG                  - depth 4, hash 2592c07, HEAD~2009
2022-11-26 04:24:15,666 DEBUG                  - depth 5, hash 7faee9e, HEAD~2083
2022-11-26 04:24:15,668 DEBUG                  - depth 6, hash c7e5eb8, HEAD~2086
2022-11-26 04:24:15,671 DEBUG                  - depth 7, hash de76671, HEAD~2278
2022-11-26 04:24:15,674 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java reflectionHashCode 401:403
2022-11-26 04:24:15,732 DEBUG                  - depth 0, hash a6478c3, HEAD~869
2022-11-26 04:24:15,736 DEBUG                  - depth 1, hash b906dda, HEAD~994
2022-11-26 04:24:15,738 DEBUG                  - depth 2, hash d84d18b, HEAD~1847
2022-11-26 04:24:15,741 DEBUG                  - depth 3, hash 2592c07, HEAD~2009
2022-11-26 04:24:15,744 DEBUG                  - depth 4, hash 946ebd2, HEAD~2079
2022-11-26 04:24:15,746 DEBUG                  - depth 5, hash 7faee9e, HEAD~2083
2022-11-26 04:24:15,748 DEBUG                  - depth 6, hash 007a8b6, HEAD~2263
2022-11-26 04:24:15,751 DEBUG                  - depth 7, hash de76671, HEAD~2278
2022-11-26 04:24:15,754 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java register 523:525
2022-11-26 04:24:15,810 DEBUG                  - depth 0, hash 27265c8, HEAD~480
2022-11-26 04:24:15,814 DEBUG                  - depth 1, hash a6478c3, HEAD~869
2022-11-26 04:24:15,817 DEBUG                  - depth 2, hash 20d66d8, HEAD~2163
2022-11-26 04:24:15,819 DEBUG                  - depth 3, hash de76671, HEAD~2278
2022-11-26 04:24:15,822 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java toHashCode 967:969
2022-11-26 04:24:15,877 DEBUG                  - depth 0, hash de76671, HEAD~2278
2022-11-26 04:24:15,881 DEBUG    [line range] org/apache/commons/lang3/builder/HashCodeBuilder.java unregister 539:541
2022-11-26 04:24:15,938 DEBUG                  - depth 0, hash 27265c8, HEAD~480
