2022-11-26 04:30:38,092 INFO     Search BICs for /tmp/Lang-40b/
2022-11-26 04:30:38,092 DEBUG    Reading the coverage of org.apache.commons.lang.StringUtilsEqualsIndexOfTest::testContainsIgnoreCase_LocaleIndependence (failings)
2022-11-26 04:30:38,102 INFO     Loaded 1x4 Coverage Matrix
2022-11-26 04:30:38,104 INFO     The number of total commits: 2129
2022-11-26 04:30:39,234 DEBUG    [line range] org/apache/commons/lang/StringUtils.java contains 1014:1019
2022-11-26 04:30:39,399 DEBUG                  - depth 0, hash f349629, HEAD~1029
2022-11-26 04:30:39,409 DEBUG                  - depth 1, hash 251a476, HEAD~1619
2022-11-26 04:30:39,413 DEBUG    [line range] org/apache/commons/lang/StringUtils.java containsIgnoreCase 1044:1049
2022-11-26 04:30:39,508 DEBUG                  - depth 0, hash 9068a30, HEAD~635
2022-11-26 04:30:39,512 DEBUG                  - depth 1, hash 0c5f9f0, HEAD~736
2022-11-26 04:30:39,516 INFO     The number of BIC candidates: 4
