2022-11-26 04:35:12,934 INFO     Search BICs for /tmp/Lang-47b/
2022-11-26 04:35:12,934 DEBUG    Reading the coverage of org.apache.commons.lang.text.StrBuilderTest::testLang412Right (failings)
2022-11-26 04:35:12,942 DEBUG    Reading the coverage of org.apache.commons.lang.text.StrBuilderTest::testLang412Left (failings)
2022-11-26 04:35:12,950 INFO     Loaded 2x39 Coverage Matrix
2022-11-26 04:35:12,951 INFO     The number of total commits: 1784
2022-11-26 04:35:13,996 DEBUG    [line range] org/apache/commons/lang/text/StrBuilder.java <init> 97:99
2022-11-26 04:35:14,060 DEBUG                  - depth 0, hash 96845b8, HEAD~602
2022-11-26 04:35:14,074 DEBUG                  - depth 1, hash e5bd9a5, HEAD~761
2022-11-26 04:35:14,077 DEBUG    [line range] org/apache/commons/lang/text/StrBuilder.java <init> 106:112
2022-11-26 04:35:14,138 DEBUG                  - depth 0, hash dc03d7c, HEAD~563
2022-11-26 04:35:14,142 DEBUG                  - depth 1, hash 5064231, HEAD~685
2022-11-26 04:35:14,145 DEBUG                  - depth 2, hash e5bd9a5, HEAD~761
2022-11-26 04:35:14,148 DEBUG    [line range] org/apache/commons/lang/text/StrBuilder.java appendFixedWidthPadRight 1226:1243
2022-11-26 04:35:14,206 DEBUG                  - depth 0, hash c04cd23, HEAD~250
2022-11-26 04:35:14,210 DEBUG                  - depth 1, hash dc03d7c, HEAD~563
2022-11-26 04:35:14,213 DEBUG                  - depth 2, hash 96845b8, HEAD~602
2022-11-26 04:35:14,215 DEBUG                  - depth 3, hash e5bd9a5, HEAD~761
2022-11-26 04:35:14,218 DEBUG    [line range] org/apache/commons/lang/text/StrBuilder.java ensureCapacity 227:234
2022-11-26 04:35:14,272 DEBUG                  - depth 0, hash bfedc32, HEAD~539
2022-11-26 04:35:14,276 DEBUG                  - depth 1, hash dc03d7c, HEAD~563
2022-11-26 04:35:14,278 DEBUG                  - depth 2, hash e5bd9a5, HEAD~761
2022-11-26 04:35:14,280 DEBUG    [line range] org/apache/commons/lang/text/StrBuilder.java getNullText 157:159
2022-11-26 04:35:14,337 DEBUG                  - depth 0, hash e5bd9a5, HEAD~761
2022-11-26 04:35:15,089 DEBUG    [line range] org/apache/commons/lang/text/StrMatcher.java <clinit> 37:37
2022-11-26 04:35:15,132 DEBUG                  - depth 0, hash 1e095ef, HEAD~540
2022-11-26 04:35:15,136 DEBUG    [line range] org/apache/commons/lang/text/StrMatcher.java <init> 215:217
2022-11-26 04:35:15,183 DEBUG                  - depth 0, hash 1e095ef, HEAD~540
2022-11-26 04:35:15,188 DEBUG    [line range] org/apache/commons/lang/text/StrMatcher.java <init> 316:319
2022-11-26 04:35:15,235 DEBUG                  - depth 0, hash 1e095ef, HEAD~540
2022-11-26 04:35:15,242 DEBUG    [line range] org/apache/commons/lang/text/StrMatcher.java <init> 283:287
2022-11-26 04:35:15,290 DEBUG                  - depth 0, hash 1e095ef, HEAD~540
2022-11-26 04:35:15,294 DEBUG    [line range] org/apache/commons/lang/text/StrBuilder.java appendFixedWidthPadLeft 1182:1199
2022-11-26 04:35:15,360 DEBUG                  - depth 0, hash dc03d7c, HEAD~563
2022-11-26 04:35:15,364 DEBUG                  - depth 1, hash 96845b8, HEAD~602
2022-11-26 04:35:15,367 DEBUG                  - depth 2, hash e5bd9a5, HEAD~761
2022-11-26 04:35:15,370 INFO     The number of BIC candidates: 7
