2022-11-26 04:33:00,689 INFO     Search BICs for /tmp/Lang-43b/
2022-11-26 04:33:00,690 DEBUG    Reading the coverage of org.apache.commons.lang.text.ExtendedMessageFormatTest::testEscapedQuote_LANG_477 (failings)
2022-11-26 04:33:00,693 INFO     Loaded 1x27 Coverage Matrix
2022-11-26 04:33:00,694 INFO     The number of total commits: 1892
2022-11-26 04:33:01,603 DEBUG    [line range] org/apache/commons/lang/text/ExtendedMessageFormat.java <init> 123:128
2022-11-26 04:33:01,658 DEBUG                  - depth 0, hash 1ae0a0a, HEAD~89
2022-11-26 04:33:01,670 DEBUG                  - depth 1, hash 695289c, HEAD~103
2022-11-26 04:33:01,673 DEBUG                  - depth 2, hash 9d5837b, HEAD~159
2022-11-26 04:33:01,675 DEBUG                  - depth 3, hash b2f1757, HEAD~207
2022-11-26 04:33:01,678 DEBUG    [line range] org/apache/commons/lang/text/ExtendedMessageFormat.java <init> 111:113
2022-11-26 04:33:01,725 DEBUG                  - depth 0, hash 695289c, HEAD~103
2022-11-26 04:33:01,729 DEBUG                  - depth 1, hash 9d5837b, HEAD~159
2022-11-26 04:33:01,731 DEBUG                  - depth 2, hash 783f8b9, HEAD~201
2022-11-26 04:33:01,734 DEBUG                  - depth 3, hash b2f1757, HEAD~207
2022-11-26 04:33:01,736 DEBUG    [line range] org/apache/commons/lang/text/ExtendedMessageFormat.java appendQuotedString 417:444
2022-11-26 04:33:01,807 DEBUG                  - depth 0, hash 695289c, HEAD~103
2022-11-26 04:33:01,824 DEBUG                  - depth 1, hash b2f1757, HEAD~207
2022-11-26 04:33:01,829 DEBUG    [line range] org/apache/commons/lang/text/ExtendedMessageFormat.java applyPattern 142:206
2022-11-26 04:33:01,874 DEBUG                  - depth 0, hash bf1476f, HEAD~82
2022-11-26 04:33:01,879 DEBUG                  - depth 1, hash 29c6baa, HEAD~84
2022-11-26 04:33:01,884 DEBUG                  - depth 2, hash 695289c, HEAD~103
2022-11-26 04:33:01,887 DEBUG                  - depth 3, hash 9d5837b, HEAD~159
2022-11-26 04:33:01,890 DEBUG                  - depth 4, hash 783f8b9, HEAD~201
2022-11-26 04:33:01,892 DEBUG                  - depth 5, hash b2f1757, HEAD~207
2022-11-26 04:33:01,896 DEBUG    [line range] org/apache/commons/lang/text/ExtendedMessageFormat.java next 402:405
2022-11-26 04:33:01,946 DEBUG                  - depth 0, hash 695289c, HEAD~103
2022-11-26 04:33:01,952 DEBUG                  - depth 1, hash b2f1757, HEAD~207
2022-11-26 04:33:01,955 INFO     The number of BIC candidates: 7
