2022-11-26 04:29:38,257 INFO     Search BICs for /tmp/Lang-38b/
2022-11-26 04:29:38,258 DEBUG    Reading the coverage of org.apache.commons.lang3.time.FastDateFormatTest::testLang538 (failings)
2022-11-26 04:29:38,264 INFO     Loaded 1x161 Coverage Matrix
2022-11-26 04:29:38,265 INFO     The number of total commits: 2269
2022-11-26 04:29:39,069 DEBUG    [line range] org/apache/commons/lang3/Validate.java isTrue 120:124
2022-11-26 04:29:39,129 DEBUG                  - depth 0, hash 346e68c, HEAD~7
2022-11-26 04:29:39,141 DEBUG                  - depth 1, hash 36d1305, HEAD~26
2022-11-26 04:29:39,143 DEBUG                  - depth 2, hash e23282f, HEAD~175
2022-11-26 04:29:39,146 DEBUG                  - depth 3, hash acbd352, HEAD~176
2022-11-26 04:29:39,150 DEBUG                  - depth 4, hash 948055e, HEAD~2038
2022-11-26 04:29:40,117 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <clinit> 111:111
2022-11-26 04:29:40,178 DEBUG                  - depth 0, hash b044272, HEAD~286
2022-11-26 04:29:40,182 DEBUG                  - depth 1, hash 14d7ebd, HEAD~582
2022-11-26 04:29:40,185 DEBUG                  - depth 2, hash 87ea5b3, HEAD~1893
2022-11-26 04:29:40,187 DEBUG                  - depth 3, hash d3015ae, HEAD~1995
2022-11-26 04:29:40,190 DEBUG                  - depth 4, hash e794af9, HEAD~1997
2022-11-26 04:29:40,193 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 534:552
2022-11-26 04:29:40,251 DEBUG                  - depth 0, hash 9839566, HEAD~1858
2022-11-26 04:29:40,255 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java applyRules 886:893
2022-11-26 04:29:40,316 DEBUG                  - depth 0, hash 9839566, HEAD~1858
2022-11-26 04:29:40,321 DEBUG                  - depth 1, hash 87ea5b3, HEAD~1893
2022-11-26 04:29:40,325 DEBUG                  - depth 2, hash d3015ae, HEAD~1995
2022-11-26 04:29:40,328 DEBUG                  - depth 3, hash e794af9, HEAD~1997
2022-11-26 04:29:40,330 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java format 831:833
2022-11-26 04:29:40,389 DEBUG                  - depth 0, hash 87ea5b3, HEAD~1893
2022-11-26 04:29:40,393 DEBUG                  - depth 1, hash d3015ae, HEAD~1995
2022-11-26 04:29:40,396 DEBUG                  - depth 2, hash e794af9, HEAD~1997
2022-11-26 04:29:40,399 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java format 870:876
2022-11-26 04:29:40,457 DEBUG                  - depth 0, hash 9839566, HEAD~1858
2022-11-26 04:29:40,461 DEBUG                  - depth 1, hash d3015ae, HEAD~1995
2022-11-26 04:29:40,463 DEBUG                  - depth 2, hash e794af9, HEAD~1997
2022-11-26 04:29:40,466 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java getInstance 181:183
2022-11-26 04:29:40,526 DEBUG                  - depth 0, hash 87ea5b3, HEAD~1893
2022-11-26 04:29:40,530 DEBUG                  - depth 1, hash d3015ae, HEAD~1995
2022-11-26 04:29:40,532 DEBUG                  - depth 2, hash e794af9, HEAD~1997
2022-11-26 04:29:40,535 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java getInstance 212:221
2022-11-26 04:29:40,591 DEBUG                  - depth 0, hash b044272, HEAD~286
2022-11-26 04:29:40,595 DEBUG                  - depth 1, hash 9839566, HEAD~1858
2022-11-26 04:29:40,597 DEBUG                  - depth 2, hash 87ea5b3, HEAD~1893
2022-11-26 04:29:40,600 DEBUG                  - depth 3, hash d3015ae, HEAD~1995
2022-11-26 04:29:40,603 DEBUG                  - depth 4, hash e794af9, HEAD~1997
2022-11-26 04:29:40,606 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java hashCode 1000:1009
2022-11-26 04:29:40,669 DEBUG                  - depth 0, hash 585535b, HEAD~345
2022-11-26 04:29:40,673 DEBUG                  - depth 1, hash 9839566, HEAD~1858
2022-11-26 04:29:40,675 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java init 557:567
2022-11-26 04:29:40,736 DEBUG                  - depth 0, hash b044272, HEAD~286
2022-11-26 04:29:40,740 DEBUG                  - depth 1, hash 9839566, HEAD~1858
2022-11-26 04:29:40,743 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java parsePattern 577:698
2022-11-26 04:29:40,799 DEBUG                  - depth 0, hash b044272, HEAD~286
2022-11-26 04:29:40,803 DEBUG                  - depth 1, hash 1df3e07, HEAD~1292
2022-11-26 04:29:40,805 DEBUG                  - depth 2, hash 5e0cb6e, HEAD~1725
2022-11-26 04:29:40,808 DEBUG                  - depth 3, hash 9839566, HEAD~1858
2022-11-26 04:29:40,810 DEBUG                  - depth 4, hash 87ea5b3, HEAD~1893
2022-11-26 04:29:40,813 DEBUG                  - depth 5, hash d3015ae, HEAD~1995
2022-11-26 04:29:40,815 DEBUG                  - depth 6, hash e794af9, HEAD~1997
2022-11-26 04:29:40,817 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java parseToken 707:757
2022-11-26 04:29:40,885 DEBUG                  - depth 0, hash cc8b82b, HEAD~135
2022-11-26 04:29:40,890 DEBUG                  - depth 1, hash 9839566, HEAD~1858
2022-11-26 04:29:40,892 DEBUG                  - depth 2, hash 87ea5b3, HEAD~1893
2022-11-26 04:29:40,895 DEBUG                  - depth 3, hash d3015ae, HEAD~1995
2022-11-26 04:29:40,897 DEBUG                  - depth 4, hash e794af9, HEAD~1997
2022-11-26 04:29:40,900 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java selectNumberRule 766:775
2022-11-26 04:29:40,958 DEBUG                  - depth 0, hash 9839566, HEAD~1858
2022-11-26 04:29:40,962 DEBUG                  - depth 1, hash d3015ae, HEAD~1995
2022-11-26 04:29:40,965 DEBUG                  - depth 2, hash e794af9, HEAD~1997
2022-11-26 04:29:40,967 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 1083:1085
2022-11-26 04:29:41,026 DEBUG                  - depth 0, hash d3015ae, HEAD~1995
2022-11-26 04:29:41,030 DEBUG                  - depth 1, hash e794af9, HEAD~1997
2022-11-26 04:29:41,032 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java appendTo 1097:1099
2022-11-26 04:29:41,087 DEBUG                  - depth 0, hash 70eb423, HEAD~1645
2022-11-26 04:29:41,091 DEBUG                  - depth 1, hash 4a046ef, HEAD~1647
2022-11-26 04:29:41,094 DEBUG                  - depth 2, hash d3015ae, HEAD~1995
2022-11-26 04:29:41,096 DEBUG                  - depth 3, hash e794af9, HEAD~1997
2022-11-26 04:29:41,099 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java estimateLength 1090:1092
2022-11-26 04:29:41,164 DEBUG                  - depth 0, hash d3015ae, HEAD~1995
2022-11-26 04:29:41,168 DEBUG                  - depth 1, hash e794af9, HEAD~1997
2022-11-26 04:29:41,170 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 1272:1279
2022-11-26 04:29:41,228 DEBUG                  - depth 0, hash d3015ae, HEAD~1995
2022-11-26 04:29:41,232 DEBUG                  - depth 1, hash e794af9, HEAD~1997
2022-11-26 04:29:41,234 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java appendTo 1298:1318
2022-11-26 04:29:41,293 DEBUG                  - depth 0, hash 411c0e1, HEAD~899
2022-11-26 04:29:41,297 DEBUG                  - depth 1, hash 9839566, HEAD~1858
2022-11-26 04:29:41,300 DEBUG                  - depth 2, hash d3015ae, HEAD~1995
2022-11-26 04:29:41,302 DEBUG                  - depth 3, hash e794af9, HEAD~1997
2022-11-26 04:29:41,305 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 1408:1410
2022-11-26 04:29:41,363 DEBUG                  - depth 0, hash f09a9a0, HEAD~1096
2022-11-26 04:29:41,367 DEBUG                  - depth 1, hash 0d653d0, HEAD~1105
2022-11-26 04:29:41,370 DEBUG                  - depth 2, hash d3015ae, HEAD~1995
2022-11-26 04:29:41,372 DEBUG                  - depth 3, hash e794af9, HEAD~1997
2022-11-26 04:29:41,375 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 1332:1334
2022-11-26 04:29:41,437 DEBUG                  - depth 0, hash d3015ae, HEAD~1995
2022-11-26 04:29:41,441 DEBUG                  - depth 1, hash e794af9, HEAD~1997
2022-11-26 04:29:41,443 INFO     The number of BIC candidates: 20
