2022-11-26 04:31:50,312 INFO     Search BICs for /tmp/Lang-42b/
2022-11-26 04:31:50,315 DEBUG    Reading the coverage of org.apache.commons.lang.StringEscapeUtilsTest::testEscapeHtmlHighUnicode (failings)
2022-11-26 04:31:50,334 INFO     Loaded 1x145 Coverage Matrix
2022-11-26 04:31:50,336 INFO     The number of total commits: 1895
2022-11-26 04:31:51,835 DEBUG    [line range] org/apache/commons/lang/Entities.java <clinit> 45:49
2022-11-26 04:31:51,900 DEBUG                  - depth 0, hash bc56521, HEAD~329
2022-11-26 04:31:51,913 DEBUG                  - depth 1, hash 7fe1d6b, HEAD~1330
2022-11-26 04:31:51,916 DEBUG                  - depth 2, hash 461b85c, HEAD~1512
2022-11-26 04:31:51,919 DEBUG                  - depth 3, hash c8f2281, HEAD~1553
2022-11-26 04:31:51,922 DEBUG    [single line]   org/apache/commons/lang/Entities.java <init> 43
2022-11-26 04:31:51,991 DEBUG                  - depth 0, hash c8f2281, HEAD~1553
2022-11-26 04:31:51,996 DEBUG    [line range] org/apache/commons/lang/Entities.java <init> 726:726
2022-11-26 04:31:52,055 DEBUG                  - depth 0, hash 5f68955, HEAD~1459
2022-11-26 04:31:52,060 DEBUG                  - depth 1, hash 32957d0, HEAD~1505
2022-11-26 04:31:52,064 DEBUG                  - depth 2, hash de0e4a7, HEAD~1507
2022-11-26 04:31:52,070 DEBUG                  - depth 3, hash 461b85c, HEAD~1512
2022-11-26 04:31:52,075 DEBUG                  - depth 4, hash c8f2281, HEAD~1553
2022-11-26 04:31:52,078 DEBUG    [line range] org/apache/commons/lang/Entities.java addEntities 736:740
2022-11-26 04:31:52,143 DEBUG                  - depth 0, hash 461b85c, HEAD~1512
2022-11-26 04:31:52,148 DEBUG                  - depth 1, hash c8f2281, HEAD~1553
2022-11-26 04:31:52,151 DEBUG    [line range] org/apache/commons/lang/Entities.java addEntity 752:754
2022-11-26 04:31:52,218 DEBUG                  - depth 0, hash 461b85c, HEAD~1512
2022-11-26 04:31:52,224 DEBUG    [line range] org/apache/commons/lang/Entities.java doUnescape 927:988
2022-11-26 04:31:52,286 DEBUG                  - depth 0, hash fd9ffff, HEAD~289
2022-11-26 04:31:52,293 DEBUG                  - depth 1, hash 62b9e94, HEAD~290
2022-11-26 04:31:52,297 DEBUG                  - depth 2, hash bc56521, HEAD~329
2022-11-26 04:31:52,301 DEBUG                  - depth 3, hash 1313a65, HEAD~377
2022-11-26 04:31:52,304 DEBUG                  - depth 4, hash c488d39, HEAD~381
2022-11-26 04:31:52,309 DEBUG                  - depth 5, hash 4a61fc6, HEAD~529
2022-11-26 04:31:52,313 DEBUG                  - depth 6, hash 0a5e7b1, HEAD~719
2022-11-26 04:31:52,317 DEBUG                  - depth 7, hash 6609517, HEAD~734
2022-11-26 04:31:52,321 DEBUG    [line range] org/apache/commons/lang/Entities.java entityName 765:767
2022-11-26 04:31:52,375 DEBUG                  - depth 0, hash 461b85c, HEAD~1512
2022-11-26 04:31:52,380 DEBUG                  - depth 1, hash c8f2281, HEAD~1553
2022-11-26 04:31:52,384 DEBUG    [line range] org/apache/commons/lang/Entities.java escape 825:844
2022-11-26 04:31:52,445 DEBUG                  - depth 0, hash 6609517, HEAD~734
2022-11-26 04:31:52,451 DEBUG    [line range] org/apache/commons/lang/Entities.java fillWithHtml40Entities 398:402
2022-11-26 04:31:52,517 DEBUG                  - depth 0, hash 7fe1d6b, HEAD~1330
2022-11-26 04:31:52,524 DEBUG                  - depth 1, hash de0e4a7, HEAD~1507
2022-11-26 04:31:52,528 DEBUG                  - depth 2, hash 461b85c, HEAD~1512
2022-11-26 04:31:52,532 DEBUG                  - depth 3, hash c8f2281, HEAD~1553
2022-11-26 04:31:52,537 DEBUG    [line range] org/apache/commons/lang/Entities.java unescape 904:912
2022-11-26 04:31:52,589 DEBUG                  - depth 0, hash fd9ffff, HEAD~289
2022-11-26 04:31:52,596 DEBUG                  - depth 1, hash 62b9e94, HEAD~290
2022-11-26 04:31:52,599 DEBUG                  - depth 2, hash c488d39, HEAD~381
2022-11-26 04:31:52,602 DEBUG                  - depth 3, hash 6609517, HEAD~734
2022-11-26 04:31:52,606 DEBUG    [line range] org/apache/commons/lang/Entities.java name 532:537
2022-11-26 04:31:52,668 DEBUG                  - depth 0, hash 5f68955, HEAD~1459
2022-11-26 04:31:52,673 DEBUG                  - depth 1, hash de0e4a7, HEAD~1507
2022-11-26 04:31:52,677 DEBUG                  - depth 2, hash 461b85c, HEAD~1512
2022-11-26 04:31:52,680 DEBUG                  - depth 3, hash c8f2281, HEAD~1553
2022-11-26 04:31:52,683 DEBUG    [line range] org/apache/commons/lang/Entities.java add 448:451
2022-11-26 04:31:52,744 DEBUG                  - depth 0, hash 5f68955, HEAD~1459
2022-11-26 04:31:52,749 DEBUG                  - depth 1, hash de0e4a7, HEAD~1507
2022-11-26 04:31:52,753 DEBUG                  - depth 2, hash 461b85c, HEAD~1512
2022-11-26 04:31:52,757 DEBUG                  - depth 3, hash c8f2281, HEAD~1553
2022-11-26 04:31:54,000 DEBUG    [line range] org/apache/commons/lang/IntHashMap.java <init> 95:97
2022-11-26 04:31:54,051 DEBUG                  - depth 0, hash 7bb4d30, HEAD~1318
2022-11-26 04:31:54,056 DEBUG                  - depth 1, hash 82606cf, HEAD~1455
2022-11-26 04:31:54,060 DEBUG    [line range] org/apache/commons/lang/IntHashMap.java <init> 120:135
2022-11-26 04:31:54,105 DEBUG                  - depth 0, hash 7bb4d30, HEAD~1318
2022-11-26 04:31:54,112 DEBUG                  - depth 1, hash 82606cf, HEAD~1455
2022-11-26 04:31:54,118 DEBUG    [line range] org/apache/commons/lang/IntHashMap.java get 236:246
2022-11-26 04:31:54,169 DEBUG                  - depth 0, hash 7bb4d30, HEAD~1318
2022-11-26 04:31:54,175 DEBUG                  - depth 1, hash 82606cf, HEAD~1455
2022-11-26 04:31:54,181 DEBUG    [line range] org/apache/commons/lang/IntHashMap.java put 294:320
2022-11-26 04:31:54,232 DEBUG                  - depth 0, hash 7bb4d30, HEAD~1318
2022-11-26 04:31:54,237 DEBUG                  - depth 1, hash 82606cf, HEAD~1455
2022-11-26 04:31:54,239 DEBUG    [line range] org/apache/commons/lang/IntHashMap.java rehash 257:277
2022-11-26 04:31:54,286 DEBUG                  - depth 0, hash 7bb4d30, HEAD~1318
2022-11-26 04:31:54,292 DEBUG                  - depth 1, hash 82606cf, HEAD~1455
2022-11-26 04:31:54,296 DEBUG    [line range] org/apache/commons/lang/IntHashMap.java <init> 83:88
2022-11-26 04:31:54,365 DEBUG                  - depth 0, hash 7bb4d30, HEAD~1318
2022-11-26 04:31:54,371 DEBUG                  - depth 1, hash 82606cf, HEAD~1455
2022-11-26 04:31:55,340 DEBUG    [line range] org/apache/commons/lang/StringEscapeUtils.java <clinit> 46:46
2022-11-26 04:31:55,416 DEBUG                  - depth 0, hash 670fa67, HEAD~129
2022-11-26 04:31:55,421 DEBUG    [line range] org/apache/commons/lang/StringEscapeUtils.java escapeHtml 497:505
2022-11-26 04:31:55,479 DEBUG                  - depth 0, hash dd6edde, HEAD~495
2022-11-26 04:31:55,483 DEBUG                  - depth 1, hash 6609517, HEAD~734
2022-11-26 04:31:55,486 DEBUG                  - depth 2, hash b098878, HEAD~1458
2022-11-26 04:31:55,490 DEBUG                  - depth 3, hash c8f2281, HEAD~1553
2022-11-26 04:31:55,493 DEBUG                  - depth 4, hash 7eba6af, HEAD~1565
2022-11-26 04:31:55,496 DEBUG                  - depth 5, hash f03e83e, HEAD~1567
2022-11-26 04:31:55,499 DEBUG    [line range] org/apache/commons/lang/StringEscapeUtils.java escapeHtml 454:466
2022-11-26 04:31:55,548 DEBUG                  - depth 0, hash 188afe1, HEAD~15
2022-11-26 04:31:55,552 DEBUG                  - depth 1, hash dd6edde, HEAD~495
2022-11-26 04:31:55,554 DEBUG                  - depth 2, hash 8588458, HEAD~641
2022-11-26 04:31:55,557 DEBUG                  - depth 3, hash 6609517, HEAD~734
2022-11-26 04:31:55,560 DEBUG                  - depth 4, hash 97dfb3a, HEAD~1388
2022-11-26 04:31:55,564 DEBUG                  - depth 5, hash b098878, HEAD~1458
2022-11-26 04:31:55,568 DEBUG                  - depth 6, hash c8f2281, HEAD~1553
2022-11-26 04:31:55,573 DEBUG                  - depth 7, hash 7eba6af, HEAD~1565
2022-11-26 04:31:55,577 DEBUG                  - depth 8, hash f03e83e, HEAD~1567
2022-11-26 04:31:55,587 DEBUG    [line range] org/apache/commons/lang/StringEscapeUtils.java unescapeHtml 556:564
2022-11-26 04:31:55,668 DEBUG                  - depth 0, hash dd6edde, HEAD~495
2022-11-26 04:31:55,676 DEBUG                  - depth 1, hash 6609517, HEAD~734
2022-11-26 04:31:55,681 DEBUG                  - depth 2, hash b098878, HEAD~1458
2022-11-26 04:31:55,687 DEBUG                  - depth 3, hash c8f2281, HEAD~1553
2022-11-26 04:31:55,693 DEBUG                  - depth 4, hash 7eba6af, HEAD~1565
2022-11-26 04:31:55,700 DEBUG    [line range] org/apache/commons/lang/StringEscapeUtils.java unescapeHtml 524:536
2022-11-26 04:31:55,790 DEBUG                  - depth 0, hash 188afe1, HEAD~15
2022-11-26 04:31:55,796 DEBUG                  - depth 1, hash dd6edde, HEAD~495
2022-11-26 04:31:55,800 DEBUG                  - depth 2, hash 8588458, HEAD~641
2022-11-26 04:31:55,805 DEBUG                  - depth 3, hash 6609517, HEAD~734
2022-11-26 04:31:55,810 DEBUG                  - depth 4, hash 97dfb3a, HEAD~1388
2022-11-26 04:31:55,813 DEBUG                  - depth 5, hash b098878, HEAD~1458
2022-11-26 04:31:55,817 DEBUG                  - depth 6, hash c8f2281, HEAD~1553
2022-11-26 04:31:55,822 DEBUG                  - depth 7, hash 7eba6af, HEAD~1565
2022-11-26 04:31:55,831 INFO     The number of BIC candidates: 24
