2022-11-26 04:05:35,993 INFO     Search BICs for /tmp/Lang-4b/
2022-11-26 04:05:35,994 DEBUG    Reading the coverage of org.apache.commons.lang3.text.translate.LookupTranslatorTest::testLang882 (failings)
2022-11-26 04:05:35,995 INFO     Loaded 1x23 Coverage Matrix
2022-11-26 04:05:35,996 INFO     The number of total commits: 3536
2022-11-26 04:05:36,845 DEBUG    [single line]   org/apache/commons/lang3/text/translate/CharSequenceTranslator.java <init> 32
2022-11-26 04:05:36,976 DEBUG                  - depth 0, hash a244767, HEAD~1505
2022-11-26 04:05:37,754 DEBUG    [line range] org/apache/commons/lang3/text/translate/LookupTranslator.java <init> 44:62
2022-11-26 04:05:37,870 DEBUG                  - depth 0, hash ae6928a, HEAD~56
2022-11-26 04:05:37,874 DEBUG                  - depth 1, hash 8e08ef1, HEAD~57
2022-11-26 04:05:37,877 DEBUG                  - depth 2, hash 838cd14, HEAD~661
2022-11-26 04:05:37,879 DEBUG                  - depth 3, hash 300f4dc, HEAD~662
2022-11-26 04:05:37,882 DEBUG                  - depth 4, hash 2a94524, HEAD~1400
2022-11-26 04:05:37,885 DEBUG                  - depth 5, hash 362fa77, HEAD~1485
2022-11-26 04:05:37,888 DEBUG                  - depth 6, hash a244767, HEAD~1505
2022-11-26 04:05:37,890 DEBUG    [line range] org/apache/commons/lang3/text/translate/LookupTranslator.java translate 67:83
2022-11-26 04:05:38,004 DEBUG                  - depth 0, hash ae6928a, HEAD~56
2022-11-26 04:05:38,008 DEBUG                  - depth 1, hash 8e08ef1, HEAD~57
2022-11-26 04:05:38,010 DEBUG                  - depth 2, hash 838cd14, HEAD~661
2022-11-26 04:05:38,013 DEBUG                  - depth 3, hash 7095a99, HEAD~1419
2022-11-26 04:05:38,015 DEBUG                  - depth 4, hash 362fa77, HEAD~1485
2022-11-26 04:05:38,020 DEBUG                  - depth 5, hash a244767, HEAD~1505
2022-11-26 04:05:38,024 INFO     The number of BIC candidates: 8
