2022-11-26 04:12:36,020 INFO     Search BICs for /tmp/Lang-13b/
2022-11-26 04:12:36,021 DEBUG    Reading the coverage of org.apache.commons.lang3.SerializationUtilsTest::testPrimitiveTypeClassSerialization (failings)
2022-11-26 04:12:36,022 INFO     Loaded 1x32 Coverage Matrix
2022-11-26 04:12:36,023 INFO     The number of total commits: 3277
2022-11-26 04:12:36,812 DEBUG    [line range] org/apache/commons/lang3/SerializationException.java <init> 74:76
2022-11-26 04:12:36,891 DEBUG                  - depth 0, hash d23b22c, HEAD~3275
2022-11-26 04:12:37,722 DEBUG    [line range] org/apache/commons/lang3/SerializationUtils.java clone 76:109
2022-11-26 04:12:37,801 DEBUG                  - depth 0, hash 6ab98d9, HEAD~63
2022-11-26 04:12:37,805 DEBUG                  - depth 1, hash 01ab63a, HEAD~214
2022-11-26 04:12:37,807 DEBUG                  - depth 2, hash b2c32dc, HEAD~715
2022-11-26 04:12:37,812 DEBUG                  - depth 3, hash dbd787b, HEAD~718
2022-11-26 04:12:37,816 DEBUG                  - depth 4, hash 2f94a81, HEAD~3208
2022-11-26 04:12:37,819 DEBUG                  - depth 5, hash d23b22c, HEAD~3275
2022-11-26 04:12:37,822 DEBUG    [line range] org/apache/commons/lang3/SerializationUtils.java serialize 159:163
2022-11-26 04:12:37,900 DEBUG                  - depth 0, hash e907826, HEAD~3025
2022-11-26 04:12:37,904 DEBUG                  - depth 1, hash d23b22c, HEAD~3275
2022-11-26 04:12:37,907 DEBUG    [line range] org/apache/commons/lang3/SerializationUtils.java serialize 128:149
2022-11-26 04:12:37,983 DEBUG                  - depth 0, hash 5564fb5, HEAD~450
2022-11-26 04:12:37,987 DEBUG                  - depth 1, hash ffe7989, HEAD~492
2022-11-26 04:12:37,990 DEBUG                  - depth 2, hash f93aa99, HEAD~2105
2022-11-26 04:12:37,994 DEBUG                  - depth 3, hash 608c515, HEAD~2111
2022-11-26 04:12:37,999 DEBUG                  - depth 4, hash 4d9bdc0, HEAD~2684
2022-11-26 04:12:38,002 DEBUG                  - depth 5, hash 97dfb3a, HEAD~2770
2022-11-26 04:12:38,005 DEBUG                  - depth 6, hash d23b22c, HEAD~3275
2022-11-26 04:12:38,007 DEBUG    [line range] org/apache/commons/lang3/SerializationUtils.java <init> 246:249
2022-11-26 04:12:38,062 DEBUG                  - depth 0, hash 01ab63a, HEAD~214
2022-11-26 04:12:38,066 DEBUG    [line range] org/apache/commons/lang3/SerializationUtils.java resolveClass 259:267
2022-11-26 04:12:38,119 DEBUG                  - depth 0, hash 01ab63a, HEAD~214
2022-11-26 04:12:38,123 INFO     The number of BIC candidates: 13
