2022-11-26 04:15:19,645 INFO     Search BICs for /tmp/Lang-17b/
2022-11-26 04:15:19,646 DEBUG    Reading the coverage of org.apache.commons.lang3.StringEscapeUtilsTest::testLang720 (failings)
2022-11-26 04:15:19,659 INFO     Loaded 1x126 Coverage Matrix
2022-11-26 04:15:19,660 INFO     The number of total commits: 3010
2022-11-26 04:15:20,833 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java <clinit> 46:46
2022-11-26 04:15:20,958 DEBUG                  - depth 0, hash cbf7a76, HEAD~2200
2022-11-26 04:15:20,968 DEBUG                  - depth 1, hash a4776f3, HEAD~2201
2022-11-26 04:15:20,971 DEBUG                  - depth 2, hash 8c3f1ab, HEAD~2580
2022-11-26 04:15:20,973 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java clone 316:321
2022-11-26 04:15:21,093 DEBUG                  - depth 0, hash f1f885f, HEAD~913
2022-11-26 04:15:21,097 DEBUG                  - depth 1, hash 3cf8104, HEAD~1078
2022-11-26 04:15:21,100 DEBUG                  - depth 2, hash a6e6f51, HEAD~2074
2022-11-26 04:15:21,103 DEBUG                  - depth 3, hash cbf7a76, HEAD~2200
2022-11-26 04:15:21,105 DEBUG                  - depth 4, hash a4776f3, HEAD~2201
2022-11-26 04:15:21,107 DEBUG                  - depth 5, hash 8c3f1ab, HEAD~2580
2022-11-26 04:15:21,110 DEBUG                  - depth 6, hash 30c4fa4, HEAD~2848
2022-11-26 04:15:21,956 DEBUG    [line range] org/apache/commons/lang3/StringEscapeUtils.java <clinit> 52:61
2022-11-26 04:15:22,024 DEBUG                  - depth 0, hash ee82ee3, HEAD~47
2022-11-26 04:15:22,028 DEBUG                  - depth 1, hash 542a834, HEAD~165
2022-11-26 04:15:22,031 DEBUG                  - depth 2, hash b58cb22, HEAD~798
2022-11-26 04:15:22,033 DEBUG    [line range] org/apache/commons/lang3/StringEscapeUtils.java escapeXml 505:507
2022-11-26 04:15:22,108 DEBUG                  - depth 0, hash b58cb22, HEAD~798
2022-11-26 04:15:22,112 DEBUG                  - depth 1, hash 300d09e, HEAD~974
2022-11-26 04:15:22,115 DEBUG                  - depth 2, hash a244767, HEAD~979
2022-11-26 04:15:22,118 DEBUG                  - depth 3, hash 97dfb3a, HEAD~2503
2022-11-26 04:15:22,121 DEBUG                  - depth 4, hash b098878, HEAD~2573
2022-11-26 04:15:22,124 DEBUG                  - depth 5, hash c8f2281, HEAD~2668
2022-11-26 04:15:22,126 DEBUG                  - depth 6, hash 7eba6af, HEAD~2680
2022-11-26 04:15:22,130 DEBUG    [single line]   org/apache/commons/lang3/StringEscapeUtils.java <init> 145
2022-11-26 04:15:22,195 DEBUG                  - depth 0, hash b58cb22, HEAD~798
2022-11-26 04:15:22,200 DEBUG    [single line]   org/apache/commons/lang3/StringEscapeUtils.java <init> 268
2022-11-26 04:15:22,263 DEBUG                  - depth 0, hash b58cb22, HEAD~798
2022-11-26 04:15:23,010 DEBUG    [line range] org/apache/commons/lang3/text/translate/AggregateTranslator.java <init> 40:42
2022-11-26 04:15:23,080 DEBUG                  - depth 0, hash c06f5c5, HEAD~773
2022-11-26 04:15:23,084 DEBUG                  - depth 1, hash b007be7, HEAD~878
2022-11-26 04:15:23,087 DEBUG                  - depth 2, hash a244767, HEAD~979
2022-11-26 04:15:23,090 DEBUG    [line range] org/apache/commons/lang3/text/translate/AggregateTranslator.java translate 49:58
2022-11-26 04:15:23,162 DEBUG                  - depth 0, hash 7095a99, HEAD~893
2022-11-26 04:15:23,166 DEBUG                  - depth 1, hash a244767, HEAD~979
2022-11-26 04:15:23,902 DEBUG    [single line]   org/apache/commons/lang3/text/translate/CharSequenceTranslator.java <init> 32
2022-11-26 04:15:23,981 DEBUG                  - depth 0, hash a244767, HEAD~979
2022-11-26 04:15:23,986 DEBUG    [line range] org/apache/commons/lang3/text/translate/CharSequenceTranslator.java translate 53:65
2022-11-26 04:15:24,062 DEBUG                  - depth 0, hash 0d7a719, HEAD~335
2022-11-26 04:15:24,066 DEBUG                  - depth 1, hash b2a360d, HEAD~925
2022-11-26 04:15:24,068 DEBUG                  - depth 2, hash a244767, HEAD~979
2022-11-26 04:15:24,071 DEBUG    [line range] org/apache/commons/lang3/text/translate/CharSequenceTranslator.java translate 75:105
2022-11-26 04:15:24,143 DEBUG                  - depth 0, hash 0fcadf1, HEAD~49
2022-11-26 04:15:24,147 DEBUG                  - depth 1, hash 7d26103, HEAD~337
2022-11-26 04:15:24,150 DEBUG                  - depth 2, hash a244767, HEAD~979
2022-11-26 04:15:24,153 DEBUG    [line range] org/apache/commons/lang3/text/translate/CharSequenceTranslator.java with 114:119
2022-11-26 04:15:24,225 DEBUG                  - depth 0, hash 9d5404d, HEAD~973
2022-11-26 04:15:25,045 DEBUG    [single line]   org/apache/commons/lang3/text/translate/CodePointTranslator.java <init> 29
2022-11-26 04:15:25,115 DEBUG                  - depth 0, hash a244767, HEAD~979
2022-11-26 04:15:26,018 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java <clinit> 35:132
2022-11-26 04:15:26,088 DEBUG                  - depth 0, hash 2bae687, HEAD~404
2022-11-26 04:15:26,092 DEBUG                  - depth 1, hash 77a7d7f, HEAD~406
2022-11-26 04:15:26,096 DEBUG                  - depth 2, hash 73a09af, HEAD~956
2022-11-26 04:15:26,099 DEBUG                  - depth 3, hash a244767, HEAD~979
2022-11-26 04:15:26,102 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java APOS_ESCAPE 377:377
2022-11-26 04:15:26,170 DEBUG                  - depth 0, hash 73a09af, HEAD~956
2022-11-26 04:15:26,174 DEBUG                  - depth 1, hash a244767, HEAD~979
2022-11-26 04:15:26,178 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java APOS_UNESCAPE 386:386
2022-11-26 04:15:26,247 DEBUG                  - depth 0, hash 73a09af, HEAD~956
2022-11-26 04:15:26,251 DEBUG                  - depth 1, hash a244767, HEAD~979
2022-11-26 04:15:26,255 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java BASIC_ESCAPE 358:358
2022-11-26 04:15:26,322 DEBUG                  - depth 0, hash 73a09af, HEAD~956
2022-11-26 04:15:26,326 DEBUG                  - depth 1, hash a244767, HEAD~979
2022-11-26 04:15:26,329 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java BASIC_UNESCAPE 370:370
2022-11-26 04:15:26,395 DEBUG                  - depth 0, hash 73a09af, HEAD~956
2022-11-26 04:15:26,399 DEBUG                  - depth 1, hash a244767, HEAD~979
2022-11-26 04:15:26,401 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java HTML40_EXTENDED_ESCAPE 147:147
2022-11-26 04:15:26,469 DEBUG                  - depth 0, hash 73a09af, HEAD~956
2022-11-26 04:15:26,472 DEBUG                  - depth 1, hash a244767, HEAD~979
2022-11-26 04:15:26,475 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java HTML40_EXTENDED_UNESCAPE 349:349
2022-11-26 04:15:26,544 DEBUG                  - depth 0, hash 73a09af, HEAD~956
2022-11-26 04:15:26,547 DEBUG                  - depth 1, hash a244767, HEAD~979
