2022-11-26 04:23:44,604 INFO     Search BICs for /tmp/Lang-31b/
2022-11-26 04:23:44,604 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAnyStringWithSupplementaryChars (failings)
2022-11-26 04:23:44,623 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAnyCharArrayWithSupplementaryChars (failings)
2022-11-26 04:23:44,639 INFO     Loaded 2x8 Coverage Matrix
2022-11-26 04:23:44,640 INFO     The number of total commits: 2405
2022-11-26 04:23:45,710 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java containsAny 1482:1487
2022-11-26 04:23:45,837 DEBUG                  - depth 0, hash cf2e48a, HEAD~3
2022-11-26 04:23:45,847 DEBUG                  - depth 1, hash 2a088e0, HEAD~623
2022-11-26 04:23:45,850 DEBUG                  - depth 2, hash 4bdc5d8, HEAD~682
2022-11-26 04:23:45,853 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java containsAny 1440:1453
2022-11-26 04:23:45,960 DEBUG                  - depth 0, hash cf2e48a, HEAD~3
2022-11-26 04:23:45,964 DEBUG                  - depth 1, hash 4aefe9f, HEAD~622
2022-11-26 04:23:45,966 DEBUG                  - depth 2, hash 4bdc5d8, HEAD~682
2022-11-26 04:23:45,969 INFO     The number of BIC candidates: 4
