2022-11-26 04:29:08,786 INFO     Search BICs for /tmp/Lang-37b/
2022-11-26 04:29:08,787 DEBUG    Reading the coverage of org.apache.commons.lang3.ArrayUtilsAddTest::testJira567 (failings)
2022-11-26 04:29:08,796 INFO     Loaded 1x25 Coverage Matrix
2022-11-26 04:29:08,797 INFO     The number of total commits: 2274
2022-11-26 04:29:10,142 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java <clinit> 54:54
2022-11-26 04:29:10,243 DEBUG                  - depth 0, hash cbf7a76, HEAD~1464
2022-11-26 04:29:10,255 DEBUG                  - depth 1, hash a4776f3, HEAD~1465
2022-11-26 04:29:10,259 DEBUG                  - depth 2, hash 8c3f1ab, HEAD~1844
2022-11-26 04:29:10,262 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java addAll 2952:2964
2022-11-26 04:29:10,348 DEBUG                  - depth 0, hash 2087934, HEAD~175
2022-11-26 04:29:10,354 DEBUG                  - depth 1, hash f1f885f, HEAD~177
2022-11-26 04:29:10,358 DEBUG                  - depth 2, hash 8ae0d1b, HEAD~1214
2022-11-26 04:29:10,360 DEBUG                  - depth 3, hash 82649ca, HEAD~1402
2022-11-26 04:29:10,363 DEBUG                  - depth 4, hash 7ff22e0, HEAD~1461
2022-11-26 04:29:10,365 DEBUG                  - depth 5, hash cbf7a76, HEAD~1464
2022-11-26 04:29:10,370 DEBUG                  - depth 6, hash a4776f3, HEAD~1465
2022-11-26 04:29:10,373 DEBUG                  - depth 7, hash 1266c6c, HEAD~1467
2022-11-26 04:29:10,376 INFO     The number of BIC candidates: 9
