2022-11-26 04:09:41,548 INFO     Search BICs for /tmp/Lang-9b/
2022-11-26 04:09:41,549 DEBUG    Reading the coverage of org.apache.commons.lang3.time.FastDateParserTest::testLANG_832 (failings)
2022-11-26 04:09:41,555 DEBUG    Reading the coverage of org.apache.commons.lang3.time.FastDateFormat_ParserTest::testLANG_832 (failings)
2022-11-26 04:09:41,561 INFO     Loaded 2x212 Coverage Matrix
2022-11-26 04:09:41,563 INFO     The number of total commits: 3381
2022-11-26 04:09:42,458 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java <clinit> 76:77
2022-11-26 04:09:42,542 DEBUG                  - depth 0, hash 8c1980e, HEAD~2
2022-11-26 04:09:42,553 DEBUG                  - depth 1, hash 85a7311, HEAD~113
2022-11-26 04:09:42,556 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java <init> 104:109
2022-11-26 04:09:42,645 DEBUG                  - depth 0, hash 8c1980e, HEAD~2
2022-11-26 04:09:42,651 DEBUG                  - depth 1, hash 85a7311, HEAD~113
2022-11-26 04:09:42,653 DEBUG    [single line]   org/apache/commons/lang3/time/FastDateParser.java access$100 68
2022-11-26 04:09:42,729 DEBUG                  - depth 0, hash 85a7311, HEAD~113
2022-11-26 04:09:42,733 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java escapeRegex 303:334
2022-11-26 04:09:42,810 DEBUG                  - depth 0, hash afe5dff, HEAD~0
2022-11-26 04:09:42,814 DEBUG                  - depth 1, hash 85a7311, HEAD~113
2022-11-26 04:09:42,817 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java getParsePattern 179:181
2022-11-26 04:09:42,888 DEBUG                  - depth 0, hash 0afcd15, HEAD~1
2022-11-26 04:09:42,892 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java getStrategy 534:591
2022-11-26 04:09:42,971 DEBUG                  - depth 0, hash a00d1ff, HEAD~36
2022-11-26 04:09:42,975 DEBUG                  - depth 1, hash 85a7311, HEAD~113
2022-11-26 04:09:42,980 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java init 115:150
2022-11-26 04:09:43,063 DEBUG                  - depth 0, hash 8c1980e, HEAD~2
2022-11-26 04:09:43,067 DEBUG                  - depth 1, hash 209d8f1, HEAD~5
2022-11-26 04:09:43,070 DEBUG                  - depth 2, hash bf0080b, HEAD~6
2022-11-26 04:09:43,074 DEBUG                  - depth 3, hash 19b86ba, HEAD~12
2022-11-26 04:09:43,077 DEBUG                  - depth 4, hash 85a7311, HEAD~113
2022-11-26 04:09:43,080 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java isNextNumber 484:486
2022-11-26 04:09:43,157 DEBUG                  - depth 0, hash 85a7311, HEAD~113
2022-11-26 04:09:43,161 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java parse 248:261
2022-11-26 04:09:43,240 DEBUG                  - depth 0, hash 0afcd15, HEAD~1
2022-11-26 04:09:43,244 DEBUG                  - depth 1, hash 209d8f1, HEAD~5
2022-11-26 04:09:43,247 DEBUG                  - depth 2, hash beab55a, HEAD~81
2022-11-26 04:09:43,250 DEBUG                  - depth 3, hash 85a7311, HEAD~113
2022-11-26 04:09:43,252 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java parse 274:291
2022-11-26 04:09:43,333 DEBUG                  - depth 0, hash beab55a, HEAD~81
2022-11-26 04:09:43,337 DEBUG                  - depth 1, hash 85a7311, HEAD~113
2022-11-26 04:09:43,339 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java compare 357:362
2022-11-26 04:09:43,414 DEBUG                  - depth 0, hash 8c1980e, HEAD~2
2022-11-26 04:09:43,418 DEBUG                  - depth 1, hash beab55a, HEAD~81
2022-11-26 04:09:43,420 DEBUG                  - depth 2, hash 85a7311, HEAD~113
2022-11-26 04:09:43,423 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java <init> 745:757
2022-11-26 04:09:43,500 DEBUG                  - depth 0, hash 85a7311, HEAD~113
2022-11-26 04:09:43,504 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java <init> 603:605
2022-11-26 04:09:43,584 DEBUG                  - depth 0, hash 85a7311, HEAD~113
2022-11-26 04:09:43,587 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java addRegex 622:626
2022-11-26 04:09:43,666 DEBUG                  - depth 0, hash beab55a, HEAD~81
2022-11-26 04:09:43,670 DEBUG                  - depth 1, hash 85a7311, HEAD~113
2022-11-26 04:09:43,674 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java modify 740:742
2022-11-26 04:09:43,775 DEBUG                  - depth 0, hash 8c1980e, HEAD~2
2022-11-26 04:09:43,782 DEBUG                  - depth 1, hash 85a7311, HEAD~113
2022-11-26 04:09:43,785 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java setCalendar 730:733
2022-11-26 04:09:43,873 DEBUG                  - depth 0, hash beab55a, HEAD~81
2022-11-26 04:09:43,877 DEBUG                  - depth 1, hash 85a7311, HEAD~113
2022-11-26 04:09:44,967 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <clinit> 88:93
2022-11-26 04:09:45,124 DEBUG                  - depth 0, hash 85a7311, HEAD~113
2022-11-26 04:09:45,132 DEBUG                  - depth 1, hash 47ee02b, HEAD~481
2022-11-26 04:09:45,135 DEBUG                  - depth 2, hash 0637216, HEAD~1445
2022-11-26 04:09:45,138 DEBUG                  - depth 3, hash d3015ae, HEAD~3107
2022-11-26 04:09:45,141 DEBUG                  - depth 4, hash e794af9, HEAD~3109
2022-11-26 04:09:45,143 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 368:371
2022-11-26 04:09:45,253 DEBUG                  - depth 0, hash 85a7311, HEAD~113
