2022-11-26 04:36:18,487 INFO     Search BICs for /tmp/Lang-49b/
2022-11-26 04:36:18,488 DEBUG    Reading the coverage of org.apache.commons.lang.math.FractionTest::testReduce (failings)
2022-11-26 04:36:18,491 INFO     Loaded 1x46 Coverage Matrix
2022-11-26 04:36:18,491 INFO     The number of total commits: 1735
2022-11-26 04:36:19,423 DEBUG    [line range] org/apache/commons/lang/math/Fraction.java <clinit> 48:48
2022-11-26 04:36:19,469 DEBUG                  - depth 0, hash 7e8976d, HEAD~1485
2022-11-26 04:36:19,481 DEBUG    [line range] org/apache/commons/lang/math/Fraction.java <init> 107:107
2022-11-26 04:36:19,528 DEBUG                  - depth 0, hash 7e8976d, HEAD~1485
2022-11-26 04:36:19,532 DEBUG    [line range] org/apache/commons/lang/math/Fraction.java getDenominator 376:378
2022-11-26 04:36:19,576 DEBUG                  - depth 0, hash 7e8976d, HEAD~1485
2022-11-26 04:36:19,580 DEBUG    [line range] org/apache/commons/lang/math/Fraction.java getFraction 141:154
2022-11-26 04:36:19,625 DEBUG                  - depth 0, hash 9a662f1, HEAD~811
2022-11-26 04:36:19,630 DEBUG                  - depth 1, hash 7e8976d, HEAD~1485
2022-11-26 04:36:19,632 DEBUG    [line range] org/apache/commons/lang/math/Fraction.java getNumerator 367:369
2022-11-26 04:36:19,674 DEBUG                  - depth 0, hash 7e8976d, HEAD~1485
2022-11-26 04:36:19,678 DEBUG    [line range] org/apache/commons/lang/math/Fraction.java greatestCommonDivisor 569:611
2022-11-26 04:36:19,718 DEBUG                  - depth 0, hash dcdea66, HEAD~4
2022-11-26 04:36:19,722 DEBUG                  - depth 1, hash 9a662f1, HEAD~811
2022-11-26 04:36:19,724 DEBUG                  - depth 2, hash ab37790, HEAD~1100
2022-11-26 04:36:19,727 DEBUG                  - depth 3, hash 7e8976d, HEAD~1485
2022-11-26 04:36:19,729 DEBUG    [line range] org/apache/commons/lang/math/Fraction.java reduce 465:471
2022-11-26 04:36:19,772 DEBUG                  - depth 0, hash ed2a8da, HEAD~435
2022-11-26 04:36:19,775 DEBUG                  - depth 1, hash ab37790, HEAD~1100
2022-11-26 04:36:19,778 DEBUG                  - depth 2, hash 19858f5, HEAD~1118
2022-11-26 04:36:19,780 DEBUG                  - depth 3, hash 7e8976d, HEAD~1485
2022-11-26 04:36:19,783 INFO     The number of BIC candidates: 6
