2022-11-26 04:06:16,955 INFO     Search BICs for /tmp/Lang-5b/
2022-11-26 04:06:16,956 DEBUG    Reading the coverage of org.apache.commons.lang3.LocaleUtilsTest::testLang865 (failings)
2022-11-26 04:06:16,957 INFO     Loaded 1x13 Coverage Matrix
2022-11-26 04:06:16,959 INFO     The number of total commits: 3473
2022-11-26 04:06:17,875 DEBUG    [line range] org/apache/commons/lang3/LocaleUtils.java <clinit> 42:43
2022-11-26 04:06:17,997 DEBUG                  - depth 0, hash bc69355, HEAD~748
2022-11-26 04:06:18,009 DEBUG                  - depth 1, hash 634fe01, HEAD~1416
2022-11-26 04:06:18,011 DEBUG                  - depth 2, hash 082876d, HEAD~1503
2022-11-26 04:06:18,014 DEBUG                  - depth 3, hash ddd4f84, HEAD~2170
2022-11-26 04:06:18,017 DEBUG    [line range] org/apache/commons/lang3/LocaleUtils.java availableLocaleList 188:190
2022-11-26 04:06:18,120 DEBUG                  - depth 0, hash bc69355, HEAD~748
2022-11-26 04:06:18,124 DEBUG                  - depth 1, hash 634fe01, HEAD~1416
2022-11-26 04:06:18,127 DEBUG                  - depth 2, hash 082876d, HEAD~1503
2022-11-26 04:06:18,130 DEBUG                  - depth 3, hash 11783c2, HEAD~1530
2022-11-26 04:06:18,133 DEBUG                  - depth 4, hash 4bf46d6, HEAD~1531
2022-11-26 04:06:18,136 DEBUG                  - depth 5, hash ddd4f84, HEAD~2170
2022-11-26 04:06:18,138 DEBUG                  - depth 6, hash e719209, HEAD~2222
2022-11-26 04:06:18,141 DEBUG    [line range] org/apache/commons/lang3/LocaleUtils.java isAvailableLocale 213:215
2022-11-26 04:06:18,239 DEBUG                  - depth 0, hash bbd990b, HEAD~1928
2022-11-26 04:06:18,243 DEBUG                  - depth 1, hash ddd4f84, HEAD~2170
2022-11-26 04:06:18,245 DEBUG                  - depth 2, hash e719209, HEAD~2222
2022-11-26 04:06:18,249 DEBUG    [line range] org/apache/commons/lang3/LocaleUtils.java toLocale 88:124
2022-11-26 04:06:18,345 DEBUG                  - depth 0, hash e89e8d6, HEAD~1842
2022-11-26 04:06:18,350 DEBUG                  - depth 1, hash ddd4f84, HEAD~2170
2022-11-26 04:06:18,352 DEBUG                  - depth 2, hash e719209, HEAD~2222
2022-11-26 04:06:18,355 DEBUG    [single line]   org/apache/commons/lang3/LocaleUtils.java access$100 284
2022-11-26 04:06:18,434 DEBUG                  - depth 0, hash bc69355, HEAD~748
2022-11-26 04:06:18,438 INFO     The number of BIC candidates: 9
