2022-11-26 04:23:08,514 INFO     Search BICs for /tmp/Lang-30b/
2022-11-26 04:23:08,515 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithSupplementaryChars (failings)
2022-11-26 04:23:08,534 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringCharArrayWithSupplementaryChars (failings)
2022-11-26 04:23:08,551 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringCharArrayWithSupplementaryChars (failings)
2022-11-26 04:23:08,583 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithSupplementaryChars (failings)
2022-11-26 04:23:08,603 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringWithBadSupplementaryChars (failings)
2022-11-26 04:23:08,620 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringStringWithSupplementaryChars (failings)
2022-11-26 04:23:08,638 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringCharArrayWithBadSupplementaryChars (failings)
2022-11-26 04:23:08,672 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringStringWithSupplementaryChars (failings)
2022-11-26 04:23:08,691 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithBadSupplementaryChars (failings)
2022-11-26 04:23:08,707 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithBadSupplementaryChars (failings)
2022-11-26 04:23:08,747 INFO     Loaded 10x66 Coverage Matrix
2022-11-26 04:23:08,748 INFO     The number of total commits: 2415
2022-11-26 04:23:09,912 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java containsNone 1665:1680
2022-11-26 04:23:10,123 DEBUG                  - depth 0, hash cf2e48a, HEAD~13
2022-11-26 04:23:10,134 DEBUG                  - depth 1, hash 7b6408c, HEAD~1921
2022-11-26 04:23:11,177 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java <clinit> 56:56
2022-11-26 04:23:11,286 DEBUG                  - depth 0, hash cbf7a76, HEAD~1605
2022-11-26 04:23:11,290 DEBUG                  - depth 1, hash a4776f3, HEAD~1606
2022-11-26 04:23:11,292 DEBUG                  - depth 2, hash 8c3f1ab, HEAD~1985
2022-11-26 04:23:11,295 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java isEmpty 3278:3283
2022-11-26 04:23:11,386 DEBUG                  - depth 0, hash a6e6f51, HEAD~1479
2022-11-26 04:23:11,389 DEBUG                  - depth 1, hash cbf7a76, HEAD~1605
2022-11-26 04:23:11,392 DEBUG                  - depth 2, hash a4776f3, HEAD~1606
2022-11-26 04:23:11,395 DEBUG                  - depth 3, hash 58fc770, HEAD~1614
