2022-11-26 04:16:41,437 INFO     Search BICs for /tmp/Lang-19b/
2022-11-26 04:16:41,438 DEBUG    Reading the coverage of org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testUnfinishedEntity (failings)
2022-11-26 04:16:41,440 DEBUG    Reading the coverage of org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testOutOfBounds (failings)
2022-11-26 04:16:41,441 INFO     Loaded 2x25 Coverage Matrix
2022-11-26 04:16:41,442 INFO     The number of total commits: 2969
2022-11-26 04:16:42,180 DEBUG    [single line]   org/apache/commons/lang3/text/translate/CharSequenceTranslator.java <init> 32
2022-11-26 04:16:42,248 DEBUG                  - depth 0, hash a244767, HEAD~938
2022-11-26 04:16:42,259 DEBUG    [line range] org/apache/commons/lang3/text/translate/CharSequenceTranslator.java translate 53:65
2022-11-26 04:16:42,323 DEBUG                  - depth 0, hash 0d7a719, HEAD~294
2022-11-26 04:16:42,327 DEBUG                  - depth 1, hash b2a360d, HEAD~884
2022-11-26 04:16:42,330 DEBUG                  - depth 2, hash a244767, HEAD~938
2022-11-26 04:16:42,333 DEBUG    [line range] org/apache/commons/lang3/text/translate/CharSequenceTranslator.java translate 75:105
2022-11-26 04:16:42,398 DEBUG                  - depth 0, hash 0fcadf1, HEAD~8
2022-11-26 04:16:42,402 DEBUG                  - depth 1, hash 7d26103, HEAD~296
2022-11-26 04:16:42,406 DEBUG                  - depth 2, hash a244767, HEAD~938
2022-11-26 04:16:43,163 DEBUG    [single line]   org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java <init> 29
2022-11-26 04:16:43,230 DEBUG                  - depth 0, hash a244767, HEAD~938
2022-11-26 04:16:43,233 DEBUG    [line range] org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java translate 34:72
2022-11-26 04:16:43,302 DEBUG                  - depth 0, hash 8bbab38, HEAD~315
2022-11-26 04:16:43,306 DEBUG                  - depth 1, hash 3e1afec, HEAD~506
2022-11-26 04:16:43,309 DEBUG                  - depth 2, hash 7095a99, HEAD~852
2022-11-26 04:16:43,312 DEBUG                  - depth 3, hash a244767, HEAD~938
2022-11-26 04:16:43,315 INFO     The number of BIC candidates: 8
