2022-11-26 04:17:18,009 INFO     Search BICs for /tmp/Lang-20b/
2022-11-26 04:17:18,010 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsTest::testJoin_ArrayChar (failings)
2022-11-26 04:17:18,021 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsTest::testJoin_Objectarray (failings)
2022-11-26 04:17:18,032 INFO     Loaded 2x50 Coverage Matrix
2022-11-26 04:17:18,033 INFO     The number of total commits: 2967
2022-11-26 04:17:19,605 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java <clinit> 147:147
2022-11-26 04:17:19,752 DEBUG                  - depth 0, hash 3a95ec1, HEAD~437
2022-11-26 04:17:19,764 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java join 3255:3261
2022-11-26 04:17:20,114 DEBUG                  - depth 0, hash b8a3272, HEAD~1461
2022-11-26 04:17:20,119 DEBUG                  - depth 1, hash 7b6408c, HEAD~2473
2022-11-26 04:17:20,122 DEBUG                  - depth 2, hash f94d244, HEAD~2475
2022-11-26 04:17:20,125 DEBUG                  - depth 3, hash e103dd6, HEAD~2651
2022-11-26 04:17:20,127 DEBUG                  - depth 4, hash d23b22c, HEAD~2965
2022-11-26 04:17:20,130 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java join 3289:3310
2022-11-26 04:17:20,478 DEBUG                  - depth 0, hash 7b43ec5, HEAD~843
2022-11-26 04:17:20,482 DEBUG                  - depth 1, hash b8a3272, HEAD~1461
2022-11-26 04:17:20,484 DEBUG                  - depth 2, hash 7b6408c, HEAD~2473
2022-11-26 04:17:20,488 DEBUG                  - depth 3, hash f94d244, HEAD~2475
2022-11-26 04:17:20,490 DEBUG                  - depth 4, hash e103dd6, HEAD~2651
2022-11-26 04:17:20,493 DEBUG                  - depth 5, hash d23b22c, HEAD~2965
2022-11-26 04:17:20,496 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java join 3229:3231
2022-11-26 04:17:20,789 DEBUG                  - depth 0, hash 3ed4cc3, HEAD~75
2022-11-26 04:17:20,792 DEBUG                  - depth 1, hash cb63089, HEAD~233
2022-11-26 04:17:20,795 DEBUG                  - depth 2, hash 1e9618c, HEAD~2369
2022-11-26 04:17:20,797 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java join 3336:3341
2022-11-26 04:17:21,108 DEBUG                  - depth 0, hash b8a3272, HEAD~1461
2022-11-26 04:17:21,112 DEBUG                  - depth 1, hash 7b6408c, HEAD~2473
2022-11-26 04:17:21,114 DEBUG                  - depth 2, hash f94d244, HEAD~2475
2022-11-26 04:17:21,117 DEBUG                  - depth 3, hash e103dd6, HEAD~2651
2022-11-26 04:17:21,121 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java join 3370:3399
2022-11-26 04:17:21,443 DEBUG                  - depth 0, hash 7b43ec5, HEAD~843
2022-11-26 04:17:21,447 DEBUG                  - depth 1, hash b8a3272, HEAD~1461
2022-11-26 04:17:21,449 DEBUG                  - depth 2, hash 8e7826d, HEAD~2127
2022-11-26 04:17:21,454 DEBUG                  - depth 3, hash 1719697, HEAD~2259
2022-11-26 04:17:21,457 DEBUG                  - depth 4, hash 2fce75d, HEAD~2335
2022-11-26 04:17:21,461 DEBUG                  - depth 5, hash 7b6408c, HEAD~2473
2022-11-26 04:17:21,465 DEBUG                  - depth 6, hash f94d244, HEAD~2475
2022-11-26 04:17:21,469 DEBUG                  - depth 7, hash e103dd6, HEAD~2651
2022-11-26 04:17:21,472 DEBUG                  - depth 8, hash d23b22c, HEAD~2965
2022-11-26 04:17:21,475 INFO     The number of BIC candidates: 13
