2022-11-26 04:06:59,746 INFO     Search BICs for /tmp/Lang-6b/
2022-11-26 04:06:59,746 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsTest::testEscapeSurrogatePairs (failings)
2022-11-26 04:06:59,771 INFO     Loaded 1x130 Coverage Matrix
2022-11-26 04:06:59,773 INFO     The number of total commits: 3461
2022-11-26 04:07:01,112 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java <clinit> 49:49
2022-11-26 04:07:01,307 DEBUG                  - depth 0, hash cbf7a76, HEAD~2651
2022-11-26 04:07:01,317 DEBUG                  - depth 1, hash a4776f3, HEAD~2652
2022-11-26 04:07:01,320 DEBUG                  - depth 2, hash 8c3f1ab, HEAD~3031
2022-11-26 04:07:01,323 DEBUG    [line range] org/apache/commons/lang3/ArrayUtils.java clone 319:324
2022-11-26 04:07:01,503 DEBUG                  - depth 0, hash f1f885f, HEAD~1364
2022-11-26 04:07:01,507 DEBUG                  - depth 1, hash 3cf8104, HEAD~1529
2022-11-26 04:07:01,512 DEBUG                  - depth 2, hash a6e6f51, HEAD~2525
2022-11-26 04:07:01,515 DEBUG                  - depth 3, hash cbf7a76, HEAD~2651
2022-11-26 04:07:01,519 DEBUG                  - depth 4, hash a4776f3, HEAD~2652
2022-11-26 04:07:01,521 DEBUG                  - depth 5, hash 8c3f1ab, HEAD~3031
2022-11-26 04:07:01,524 DEBUG                  - depth 6, hash 30c4fa4, HEAD~3299
2022-11-26 04:07:02,311 DEBUG    [line range] org/apache/commons/lang3/StringEscapeUtils.java <clinit> 52:61
2022-11-26 04:07:02,411 DEBUG                  - depth 0, hash ee82ee3, HEAD~498
2022-11-26 04:07:02,415 DEBUG                  - depth 1, hash 542a834, HEAD~616
2022-11-26 04:07:02,418 DEBUG                  - depth 2, hash b58cb22, HEAD~1249
2022-11-26 04:07:02,421 DEBUG    [line range] org/apache/commons/lang3/StringEscapeUtils.java escapeCsv 555:557
2022-11-26 04:07:02,528 DEBUG                  - depth 0, hash b58cb22, HEAD~1249
2022-11-26 04:07:02,532 DEBUG                  - depth 1, hash 300d09e, HEAD~1425
2022-11-26 04:07:02,534 DEBUG                  - depth 2, hash a244767, HEAD~1430
2022-11-26 04:07:02,537 DEBUG                  - depth 3, hash 188afe1, HEAD~1581
2022-11-26 04:07:02,539 DEBUG                  - depth 4, hash 25cec7a, HEAD~1735
2022-11-26 04:07:02,543 DEBUG                  - depth 5, hash 29a7fd5, HEAD~1739
2022-11-26 04:07:02,547 DEBUG                  - depth 6, hash cfd1856, HEAD~1744
2022-11-26 04:07:02,550 DEBUG                  - depth 7, hash ce182bf, HEAD~1745
2022-11-26 04:07:02,553 DEBUG    [single line]   org/apache/commons/lang3/StringEscapeUtils.java <init> 145
2022-11-26 04:07:02,661 DEBUG                  - depth 0, hash b58cb22, HEAD~1249
2022-11-26 04:07:02,665 DEBUG    [line range] org/apache/commons/lang3/StringEscapeUtils.java translate 153:168
2022-11-26 04:07:02,779 DEBUG                  - depth 0, hash b58cb22, HEAD~1249
2022-11-26 04:07:02,784 DEBUG    [single line]   org/apache/commons/lang3/StringEscapeUtils.java <init> 268
2022-11-26 04:07:02,899 DEBUG                  - depth 0, hash b58cb22, HEAD~1249
2022-11-26 04:07:04,214 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java <clinit> 159:159
2022-11-26 04:07:04,455 DEBUG                  - depth 0, hash bcdb108, HEAD~12
2022-11-26 04:07:04,460 DEBUG                  - depth 1, hash c121439, HEAD~16
2022-11-26 04:07:04,464 DEBUG                  - depth 2, hash 3a95ec1, HEAD~931
2022-11-26 04:07:04,466 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java containsNone 1736:1764
2022-11-26 04:07:04,904 DEBUG                  - depth 0, hash 517643d, HEAD~650
2022-11-26 04:07:04,909 DEBUG                  - depth 1, hash 19b6372, HEAD~1045
2022-11-26 04:07:04,914 DEBUG                  - depth 2, hash cf2e48a, HEAD~1059
2022-11-26 04:07:04,918 DEBUG                  - depth 3, hash 7b6408c, HEAD~2967
2022-11-26 04:07:05,828 DEBUG    [line range] org/apache/commons/lang3/text/translate/AggregateTranslator.java <init> 40:42
2022-11-26 04:07:05,933 DEBUG                  - depth 0, hash c06f5c5, HEAD~1224
2022-11-26 04:07:05,937 DEBUG                  - depth 1, hash b007be7, HEAD~1329
2022-11-26 04:07:05,940 DEBUG                  - depth 2, hash a244767, HEAD~1430
2022-11-26 04:07:06,683 DEBUG    [single line]   org/apache/commons/lang3/text/translate/CharSequenceTranslator.java <init> 32
2022-11-26 04:07:06,799 DEBUG                  - depth 0, hash a244767, HEAD~1430
2022-11-26 04:07:06,803 DEBUG    [line range] org/apache/commons/lang3/text/translate/CharSequenceTranslator.java translate 53:65
2022-11-26 04:07:06,900 DEBUG                  - depth 0, hash 0d7a719, HEAD~786
2022-11-26 04:07:06,904 DEBUG                  - depth 1, hash b2a360d, HEAD~1376
2022-11-26 04:07:06,908 DEBUG                  - depth 2, hash a244767, HEAD~1430
2022-11-26 04:07:06,910 DEBUG    [line range] org/apache/commons/lang3/text/translate/CharSequenceTranslator.java translate 75:98
2022-11-26 04:07:07,010 DEBUG                  - depth 0, hash b4255e6, HEAD~450
2022-11-26 04:07:07,014 DEBUG                  - depth 1, hash 0fcadf1, HEAD~500
2022-11-26 04:07:07,016 DEBUG                  - depth 2, hash 7d26103, HEAD~788
2022-11-26 04:07:07,018 DEBUG                  - depth 3, hash a244767, HEAD~1430
2022-11-26 04:07:07,021 DEBUG    [line range] org/apache/commons/lang3/text/translate/CharSequenceTranslator.java with 107:112
2022-11-26 04:07:07,122 DEBUG                  - depth 0, hash 9d5404d, HEAD~1424
2022-11-26 04:07:07,850 DEBUG    [single line]   org/apache/commons/lang3/text/translate/CodePointTranslator.java <init> 29
2022-11-26 04:07:07,950 DEBUG                  - depth 0, hash a244767, HEAD~1430
2022-11-26 04:07:08,807 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java <clinit> 35:132
2022-11-26 04:07:08,917 DEBUG                  - depth 0, hash 2bae687, HEAD~855
2022-11-26 04:07:08,921 DEBUG                  - depth 1, hash 77a7d7f, HEAD~857
2022-11-26 04:07:08,925 DEBUG                  - depth 2, hash 73a09af, HEAD~1407
2022-11-26 04:07:08,927 DEBUG                  - depth 3, hash a244767, HEAD~1430
2022-11-26 04:07:08,930 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java APOS_ESCAPE 377:377
2022-11-26 04:07:09,032 DEBUG                  - depth 0, hash 73a09af, HEAD~1407
2022-11-26 04:07:09,036 DEBUG                  - depth 1, hash a244767, HEAD~1430
2022-11-26 04:07:09,040 DEBUG    [line range] org/apache/commons/lang3/text/translate/EntityArrays.java APOS_UNESCAPE 386:386
2022-11-26 04:07:09,146 DEBUG                  - depth 0, hash 73a09af, HEAD~1407
