2022-11-26 04:30:09,173 INFO     Search BICs for /tmp/Lang-39b/
2022-11-26 04:30:09,174 DEBUG    Reading the coverage of org.apache.commons.lang3.StringUtilsTest::testReplace_StringStringArrayStringArray (failings)
2022-11-26 04:30:09,184 INFO     Loaded 1x51 Coverage Matrix
2022-11-26 04:30:09,185 INFO     The number of total commits: 2256
2022-11-26 04:30:10,307 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java replaceEach 3501:3503
2022-11-26 04:30:10,393 DEBUG                  - depth 0, hash 5310e78, HEAD~470
2022-11-26 04:30:10,404 DEBUG                  - depth 1, hash e8600d3, HEAD~483
2022-11-26 04:30:10,406 DEBUG    [line range] org/apache/commons/lang3/StringUtils.java replaceEach 3605:3731
2022-11-26 04:30:10,487 DEBUG                  - depth 0, hash 7b43ec5, HEAD~132
2022-11-26 04:30:10,491 DEBUG                  - depth 1, hash bf1476f, HEAD~446
2022-11-26 04:30:10,493 DEBUG                  - depth 2, hash 5310e78, HEAD~470
2022-11-26 04:30:10,496 DEBUG                  - depth 3, hash 4aefe9f, HEAD~473
2022-11-26 04:30:10,499 DEBUG                  - depth 4, hash e8600d3, HEAD~483
2022-11-26 04:30:10,502 INFO     The number of BIC candidates: 5
