2022-11-26 04:35:47,168 INFO     Search BICs for /tmp/Lang-48b/
2022-11-26 04:35:47,169 DEBUG    Reading the coverage of org.apache.commons.lang.builder.EqualsBuilderTest::testBigDecimal (failings)
2022-11-26 04:35:47,171 INFO     Loaded 1x12 Coverage Matrix
2022-11-26 04:35:47,172 INFO     The number of total commits: 1760
2022-11-26 04:35:48,106 DEBUG    [line range] org/apache/commons/lang/builder/EqualsBuilder.java <init> 92:92
2022-11-26 04:35:48,196 DEBUG                  - depth 0, hash c51a860, HEAD~816
2022-11-26 04:35:48,210 DEBUG                  - depth 1, hash d047ec8, HEAD~1635
2022-11-26 04:35:48,214 DEBUG                  - depth 2, hash dd2cd17, HEAD~1675
2022-11-26 04:35:48,219 DEBUG    [line range] org/apache/commons/lang/builder/EqualsBuilder.java append 367:409
2022-11-26 04:35:48,272 DEBUG                  - depth 0, hash c51a860, HEAD~816
2022-11-26 04:35:48,276 DEBUG                  - depth 1, hash 2f435ba, HEAD~817
2022-11-26 04:35:48,278 DEBUG                  - depth 2, hash 3f51e9d, HEAD~1483
2022-11-26 04:35:48,281 DEBUG                  - depth 3, hash dd2cd17, HEAD~1675
2022-11-26 04:35:48,283 DEBUG    [line range] org/apache/commons/lang/builder/EqualsBuilder.java isEquals 830:832
2022-11-26 04:35:48,330 DEBUG                  - depth 0, hash c51a860, HEAD~816
2022-11-26 04:35:48,334 DEBUG                  - depth 1, hash dd2cd17, HEAD~1675
2022-11-26 04:35:48,337 INFO     The number of BIC candidates: 5
