2022-11-26 04:08:50,195 INFO     Search BICs for /tmp/Lang-8b/
2022-11-26 04:08:50,196 DEBUG    Reading the coverage of org.apache.commons.lang3.time.FastDatePrinterTest::testCalendarTimezoneRespected (failings)
2022-11-26 04:08:50,203 DEBUG    Reading the coverage of org.apache.commons.lang3.time.FastDateFormat_PrinterTest::testCalendarTimezoneRespected (failings)
2022-11-26 04:08:50,213 INFO     Loaded 2x308 Coverage Matrix
2022-11-26 04:08:50,215 INFO     The number of total commits: 3392
2022-11-26 04:08:51,092 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <clinit> 88:93
2022-11-26 04:08:51,248 DEBUG                  - depth 0, hash 85a7311, HEAD~124
2022-11-26 04:08:51,260 DEBUG                  - depth 1, hash 47ee02b, HEAD~492
2022-11-26 04:08:51,263 DEBUG                  - depth 2, hash 0637216, HEAD~1456
2022-11-26 04:08:51,265 DEBUG                  - depth 3, hash d3015ae, HEAD~3118
2022-11-26 04:08:51,268 DEBUG                  - depth 4, hash e794af9, HEAD~3120
2022-11-26 04:08:51,273 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java <init> 368:371
2022-11-26 04:08:51,419 DEBUG                  - depth 0, hash 85a7311, HEAD~124
2022-11-26 04:08:51,426 DEBUG                  - depth 1, hash 2aa9dca, HEAD~384
2022-11-26 04:08:51,428 DEBUG                  - depth 2, hash d66d5da, HEAD~464
2022-11-26 04:08:51,432 DEBUG                  - depth 3, hash 47ee02b, HEAD~492
2022-11-26 04:08:51,435 DEBUG                  - depth 4, hash 5dff4cd, HEAD~619
2022-11-26 04:08:51,438 DEBUG                  - depth 5, hash cc8b82b, HEAD~1258
2022-11-26 04:08:51,441 DEBUG                  - depth 6, hash b044272, HEAD~1409
2022-11-26 04:08:51,446 DEBUG                  - depth 7, hash a4624a0, HEAD~2019
2022-11-26 04:08:51,449 DEBUG                  - depth 8, hash 1df3e07, HEAD~2415
2022-11-26 04:08:51,452 DEBUG                  - depth 9, hash 5e0cb6e, HEAD~2848
2022-11-26 04:08:51,458 DEBUG                  - depth 10, hash c66659d, HEAD~2926
2022-11-26 04:08:51,462 DEBUG                  - depth 11, hash 9839566, HEAD~2981
2022-11-26 04:08:51,465 DEBUG                  - depth 12, hash 87ea5b3, HEAD~3016
2022-11-26 04:08:51,467 DEBUG                  - depth 13, hash d3015ae, HEAD~3118
2022-11-26 04:08:51,470 DEBUG                  - depth 14, hash e794af9, HEAD~3120
2022-11-26 04:08:51,474 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java format 418:421
2022-11-26 04:08:51,626 DEBUG                  - depth 0, hash beab55a, HEAD~92
2022-11-26 04:08:51,631 DEBUG                  - depth 1, hash 85a7311, HEAD~124
2022-11-26 04:08:51,634 DEBUG                  - depth 2, hash 87ea5b3, HEAD~3016
2022-11-26 04:08:51,636 DEBUG                  - depth 3, hash d3015ae, HEAD~3118
2022-11-26 04:08:51,639 DEBUG                  - depth 4, hash e794af9, HEAD~3120
2022-11-26 04:08:51,642 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java getInstance 118:120
2022-11-26 04:08:51,774 DEBUG                  - depth 0, hash 47ee02b, HEAD~492
2022-11-26 04:08:51,779 DEBUG                  - depth 1, hash 87ea5b3, HEAD~3016
2022-11-26 04:08:51,782 DEBUG                  - depth 2, hash d3015ae, HEAD~3118
2022-11-26 04:08:51,785 DEBUG                  - depth 3, hash e794af9, HEAD~3120
2022-11-26 04:08:51,788 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java createInstance 88:93
2022-11-26 04:08:51,946 DEBUG                  - depth 0, hash 85a7311, HEAD~124
2022-11-26 04:08:51,951 DEBUG                  - depth 1, hash 47ee02b, HEAD~492
2022-11-26 04:08:51,957 DEBUG                  - depth 2, hash 0637216, HEAD~1456
2022-11-26 04:08:51,962 DEBUG                  - depth 3, hash d3015ae, HEAD~3118
2022-11-26 04:08:51,966 DEBUG                  - depth 4, hash e794af9, HEAD~3120
2022-11-26 04:08:51,973 DEBUG    [line range] org/apache/commons/lang3/time/FastDateFormat.java createInstance 88:93
2022-11-26 04:08:52,163 DEBUG                  - depth 0, hash 85a7311, HEAD~124
2022-11-26 04:08:52,170 DEBUG                  - depth 1, hash 47ee02b, HEAD~492
2022-11-26 04:08:52,175 DEBUG                  - depth 2, hash 0637216, HEAD~1456
2022-11-26 04:08:52,179 DEBUG                  - depth 3, hash d3015ae, HEAD~3118
2022-11-26 04:08:52,183 DEBUG                  - depth 4, hash e794af9, HEAD~3120
2022-11-26 04:08:53,382 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java <clinit> 73:73
2022-11-26 04:08:53,545 DEBUG                  - depth 0, hash bf0080b, HEAD~17
2022-11-26 04:08:53,550 DEBUG                  - depth 1, hash 85a7311, HEAD~124
2022-11-26 04:08:53,554 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java <init> 97:102
2022-11-26 04:08:53,639 DEBUG                  - depth 0, hash 8c1980e, HEAD~13
2022-11-26 04:08:53,643 DEBUG                  - depth 1, hash 85a7311, HEAD~124
2022-11-26 04:08:53,647 DEBUG    [single line]   org/apache/commons/lang3/time/FastDateParser.java access$100 65
2022-11-26 04:08:53,740 DEBUG                  - depth 0, hash 85a7311, HEAD~124
2022-11-26 04:08:53,745 DEBUG    [line range] org/apache/commons/lang3/time/FastDateParser.java escapeRegex 299:335
