2022-11-26 04:18:54,792 INFO     Search BICs for /tmp/Lang-23b/
2022-11-26 04:18:54,793 DEBUG    Reading the coverage of org.apache.commons.lang3.text.ExtendedMessageFormatTest::testEqualsHashcode (failings)
2022-11-26 04:18:54,799 INFO     Loaded 1x135 Coverage Matrix
2022-11-26 04:18:54,800 INFO     The number of total commits: 2629
2022-11-26 04:18:55,689 DEBUG    [line range] org/apache/commons/lang3/Validate.java isTrue 175:179
2022-11-26 04:18:55,750 DEBUG                  - depth 0, hash 72be39f, HEAD~324
2022-11-26 04:18:55,761 DEBUG                  - depth 1, hash 36d1305, HEAD~386
2022-11-26 04:18:55,763 DEBUG                  - depth 2, hash 948055e, HEAD~2398
2022-11-26 04:18:56,571 DEBUG    [line range] org/apache/commons/lang3/text/ExtendedMessageFormat.java <init> 123:128
2022-11-26 04:18:56,639 DEBUG                  - depth 0, hash 0888a46, HEAD~461
2022-11-26 04:18:56,643 DEBUG                  - depth 1, hash 95e209b, HEAD~647
2022-11-26 04:18:56,645 DEBUG                  - depth 2, hash 1ae0a0a, HEAD~826
2022-11-26 04:18:56,648 DEBUG                  - depth 3, hash 695289c, HEAD~840
2022-11-26 04:18:56,651 DEBUG                  - depth 4, hash 9d5837b, HEAD~896
2022-11-26 04:18:56,653 DEBUG                  - depth 5, hash b2f1757, HEAD~944
2022-11-26 04:18:56,656 DEBUG    [line range] org/apache/commons/lang3/text/ExtendedMessageFormat.java applyPattern 143:208
2022-11-26 04:18:56,713 DEBUG                  - depth 0, hash b46c553, HEAD~496
2022-11-26 04:18:56,717 DEBUG                  - depth 1, hash 95e209b, HEAD~647
2022-11-26 04:18:56,719 DEBUG                  - depth 2, hash 585535b, HEAD~705
2022-11-26 04:18:56,722 DEBUG                  - depth 3, hash bf1476f, HEAD~819
2022-11-26 04:18:56,725 DEBUG                  - depth 4, hash 29c6baa, HEAD~821
2022-11-26 04:18:56,729 DEBUG                  - depth 5, hash 695289c, HEAD~840
2022-11-26 04:18:56,732 DEBUG                  - depth 6, hash 9d5837b, HEAD~896
2022-11-26 04:18:56,734 DEBUG                  - depth 7, hash 783f8b9, HEAD~938
2022-11-26 04:18:56,736 DEBUG                  - depth 8, hash b2f1757, HEAD~944
2022-11-26 04:18:56,739 DEBUG    [line range] org/apache/commons/lang3/text/ExtendedMessageFormat.java containsElements 480:490
2022-11-26 04:18:56,803 DEBUG                  - depth 0, hash 95e209b, HEAD~647
2022-11-26 04:18:56,807 DEBUG                  - depth 1, hash 695289c, HEAD~840
2022-11-26 04:18:56,809 DEBUG    [line range] org/apache/commons/lang3/text/ExtendedMessageFormat.java getFormat 262:277
2022-11-26 04:18:56,867 DEBUG                  - depth 0, hash 95e209b, HEAD~647
2022-11-26 04:18:56,871 DEBUG                  - depth 1, hash 695289c, HEAD~840
2022-11-26 04:18:56,873 DEBUG                  - depth 2, hash 9d5837b, HEAD~896
2022-11-26 04:18:56,876 DEBUG                  - depth 3, hash b2f1757, HEAD~944
2022-11-26 04:18:56,878 DEBUG    [line range] org/apache/commons/lang3/text/ExtendedMessageFormat.java insertFormats 360:395
2022-11-26 04:18:56,937 DEBUG                  - depth 0, hash b46c553, HEAD~496
2022-11-26 04:18:56,941 DEBUG                  - depth 1, hash 95e209b, HEAD~647
2022-11-26 04:18:56,943 DEBUG                  - depth 2, hash 695289c, HEAD~840
2022-11-26 04:18:56,946 DEBUG                  - depth 3, hash b2f1757, HEAD~944
2022-11-26 04:18:56,949 DEBUG    [line range] org/apache/commons/lang3/text/ExtendedMessageFormat.java next 418:421
2022-11-26 04:18:57,006 DEBUG                  - depth 0, hash 695289c, HEAD~840
2022-11-26 04:18:57,010 DEBUG                  - depth 1, hash b2f1757, HEAD~944
2022-11-26 04:18:57,013 DEBUG    [line range] org/apache/commons/lang3/text/ExtendedMessageFormat.java parseFormatDescription 328:351
2022-11-26 04:18:57,074 DEBUG                  - depth 0, hash 695289c, HEAD~840
2022-11-26 04:18:57,077 DEBUG                  - depth 1, hash b2f1757, HEAD~944
2022-11-26 04:18:57,080 DEBUG    [line range] org/apache/commons/lang3/text/ExtendedMessageFormat.java readArgumentIndex 286:319
2022-11-26 04:18:57,138 DEBUG                  - depth 0, hash 206bc23, HEAD~825
2022-11-26 04:18:57,142 DEBUG                  - depth 1, hash 695289c, HEAD~840
2022-11-26 04:18:57,144 DEBUG                  - depth 2, hash 2ca58f3, HEAD~892
2022-11-26 04:18:57,147 DEBUG                  - depth 3, hash 9d5837b, HEAD~896
2022-11-26 04:18:57,150 DEBUG                  - depth 4, hash b2f1757, HEAD~944
2022-11-26 04:18:57,152 DEBUG    [line range] org/apache/commons/lang3/text/ExtendedMessageFormat.java seekNonWs 403:410
2022-11-26 04:18:57,213 DEBUG                  - depth 0, hash 695289c, HEAD~840
2022-11-26 04:18:57,216 DEBUG                  - depth 1, hash b2f1757, HEAD~944
2022-11-26 04:18:57,957 DEBUG    [line range] org/apache/commons/lang3/text/StrMatcher.java <clinit> 37:37
2022-11-26 04:18:58,019 DEBUG                  - depth 0, hash 1e095ef, HEAD~1385
2022-11-26 04:18:58,024 DEBUG    [line range] org/apache/commons/lang3/text/StrMatcher.java <init> 215:217
2022-11-26 04:18:58,081 DEBUG                  - depth 0, hash 1e095ef, HEAD~1385
2022-11-26 04:18:58,086 DEBUG    [line range] org/apache/commons/lang3/text/StrMatcher.java isMatch 266:268
2022-11-26 04:18:58,142 DEBUG                  - depth 0, hash ddf7979, HEAD~952
2022-11-26 04:18:58,146 DEBUG    [line range] org/apache/commons/lang3/text/StrMatcher.java splitMatcher 107:109
2022-11-26 04:18:58,203 DEBUG                  - depth 0, hash 1e095ef, HEAD~1385
2022-11-26 04:18:58,207 DEBUG    [line range] org/apache/commons/lang3/text/StrMatcher.java <init> 317:320
2022-11-26 04:18:58,266 DEBUG                  - depth 0, hash 1e095ef, HEAD~1385
2022-11-26 04:18:58,270 DEBUG    [line range] org/apache/commons/lang3/text/StrMatcher.java <init> 283:287
2022-11-26 04:18:58,335 DEBUG                  - depth 0, hash 3cf8104, HEAD~697
2022-11-26 04:18:58,341 DEBUG                  - depth 1, hash 1e095ef, HEAD~1385
2022-11-26 04:18:58,343 DEBUG    [line range] org/apache/commons/lang3/text/StrMatcher.java isMatch 298:301
2022-11-26 04:18:58,399 DEBUG                  - depth 0, hash 585535b, HEAD~705
2022-11-26 04:18:58,403 DEBUG                  - depth 1, hash 1e095ef, HEAD~1385
2022-11-26 04:18:58,405 INFO     The number of BIC candidates: 19
