2022-11-26 04:36:53,899 INFO     Search BICs for /tmp/Lang-50b/
2022-11-26 04:36:53,900 DEBUG    Reading the coverage of org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateTimeInstance (failings)
2022-11-26 04:36:53,905 DEBUG    Reading the coverage of org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateInstance (failings)
2022-11-26 04:36:53,909 INFO     Loaded 2x204 Coverage Matrix
2022-11-26 04:36:53,910 INFO     The number of total commits: 1685
2022-11-26 04:36:54,850 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java <clinit> 110:110
2022-11-26 04:36:54,904 DEBUG                  - depth 0, hash d3015ae, HEAD~1411
2022-11-26 04:36:54,914 DEBUG                  - depth 1, hash e794af9, HEAD~1413
2022-11-26 04:36:54,918 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java <init> 537:555
2022-11-26 04:36:54,966 DEBUG                  - depth 0, hash 9839566, HEAD~1274
2022-11-26 04:36:54,970 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java getDateTimeInstance 405:408
2022-11-26 04:36:55,021 DEBUG                  - depth 0, hash 122227c, HEAD~924
2022-11-26 04:36:55,025 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java getDateTimeInstance 422:425
2022-11-26 04:36:55,066 DEBUG                  - depth 0, hash 122227c, HEAD~924
2022-11-26 04:36:55,070 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java getDateTimeInstance 457:486
2022-11-26 04:36:55,116 DEBUG                  - depth 0, hash e764003, HEAD~561
2022-11-26 04:36:55,119 DEBUG                  - depth 1, hash 87ea5b3, HEAD~1309
2022-11-26 04:36:55,122 DEBUG                  - depth 2, hash d3015ae, HEAD~1411
2022-11-26 04:36:55,124 DEBUG                  - depth 3, hash e794af9, HEAD~1413
2022-11-26 04:36:55,128 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java getInstance 211:220
2022-11-26 04:36:55,176 DEBUG                  - depth 0, hash 9839566, HEAD~1274
2022-11-26 04:36:55,180 DEBUG                  - depth 1, hash 87ea5b3, HEAD~1309
2022-11-26 04:36:55,182 DEBUG                  - depth 2, hash d3015ae, HEAD~1411
2022-11-26 04:36:55,185 DEBUG                  - depth 3, hash e794af9, HEAD~1413
2022-11-26 04:36:55,188 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java getLocale 953:955
2022-11-26 04:36:55,236 DEBUG                  - depth 0, hash d3015ae, HEAD~1411
2022-11-26 04:36:55,240 DEBUG                  - depth 1, hash e794af9, HEAD~1413
2022-11-26 04:36:55,243 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java hashCode 1000:1008
2022-11-26 04:36:55,294 DEBUG                  - depth 0, hash 9839566, HEAD~1274
2022-11-26 04:36:55,297 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java init 560:570
2022-11-26 04:36:55,339 DEBUG                  - depth 0, hash 9839566, HEAD~1274
2022-11-26 04:36:55,343 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java parsePattern 580:701
2022-11-26 04:36:55,391 DEBUG                  - depth 0, hash 1df3e07, HEAD~708
2022-11-26 04:36:55,395 DEBUG                  - depth 1, hash 5e0cb6e, HEAD~1141
2022-11-26 04:36:55,398 DEBUG                  - depth 2, hash 9839566, HEAD~1274
2022-11-26 04:36:55,400 DEBUG                  - depth 3, hash 87ea5b3, HEAD~1309
2022-11-26 04:36:55,402 DEBUG                  - depth 4, hash d3015ae, HEAD~1411
2022-11-26 04:36:55,405 DEBUG                  - depth 5, hash e794af9, HEAD~1413
2022-11-26 04:36:55,408 DEBUG    [line range] org/apache/commons/lang/time/FastDateFormat.java parseToken 710:760
